,0,1
0,1,0.792569637298584
1,2,0.8328173160552979
2,3,0.8328173160552979
3,4,0.8390092849731445
4,5,0.8390092849731445
5,6,0.8390092849731445
6,7,0.8390092849731445
7,8,0.8513931632041931
8,9,0.8513931632041931
9,10,0.8637771010398865
10,11,0.8637771010398865
11,12,0.8637771010398865
12,13,0.8637771010398865
13,14,0.8637771010398865
14,15,0.8637771010398865
15,16,0.8637771010398865
16,17,0.8637771010398865
17,18,0.8637771010398865
18,19,0.8637771010398865
19,20,0.8637771010398865
20,21,0.8637771010398865
21,22,0.8637771010398865
22,23,0.8637771010398865
23,24,0.8637771010398865
24,25,0.8637771010398865
25,26,0.8699690699577332
26,27,0.8699690699577332
27,28,0.8699690699577332
28,29,0.8699690699577332
29,30,0.8699690699577332
30,31,0.8699690699577332
31,32,0.8699690699577332
32,33,0.8699690699577332
33,34,0.8699690699577332
34,35,0.8699690699577332
35,36,0.8699690699577332
36,37,0.8699690699577332
37,38,0.8699690699577332
38,39,0.8699690699577332
39,40,0.8699690699577332
40,41,0.8699690699577332
41,42,0.8699690699577332
42,43,0.8699690699577332
43,44,0.8699690699577332
44,45,0.8699690699577332
45,46,0.8699690699577332
46,47,0.8699690699577332
47,48,0.8699690699577332
48,49,0.8699690699577332
49,50,0.8699690699577332
50,51,0.8699690699577332
51,52,0.8699690699577332
52,53,0.8699690699577332
53,54,0.8699690699577332
54,55,0.8699690699577332
55,56,0.8699690699577332
56,57,0.8699690699577332
57,58,0.8699690699577332
58,59,0.8699690699577332
59,60,0.8699690699577332
60,61,0.8699690699577332
61,62,0.8699690699577332
62,63,0.8699690699577332
63,64,0.8699690699577332
64,65,0.8699690699577332
65,66,0.8699690699577332
66,67,0.8699690699577332
67,68,0.8699690699577332
68,69,0.8699690699577332
69,70,0.8699690699577332
70,71,0.8699690699577332
71,72,0.8699690699577332
72,73,0.8699690699577332
73,74,0.8699690699577332
74,75,0.8699690699577332
75,76,0.8699690699577332
76,77,0.8699690699577332
77,78,0.8699690699577332
78,79,0.8699690699577332
79,80,0.8699690699577332
80,81,0.891640841960907
81,82,0.891640841960907
82,83,0.891640841960907
83,84,0.891640841960907
84,85,0.891640841960907
85,86,0.891640841960907
86,87,0.891640841960907
87,88,0.891640841960907
88,89,0.891640841960907
89,90,0.891640841960907
90,91,0.891640841960907
91,92,0.891640841960907
92,93,0.891640841960907
93,94,0.891640841960907
94,95,0.891640841960907
95,96,0.891640841960907
96,97,0.891640841960907
97,98,0.891640841960907
98,99,0.891640841960907
99,100,0.891640841960907
100,101,0.891640841960907
101,102,0.891640841960907
102,103,0.891640841960907
103,104,0.891640841960907
104,105,0.891640841960907
105,106,0.891640841960907
106,107,0.891640841960907
107,108,0.891640841960907
108,109,0.891640841960907
109,110,0.891640841960907
110,111,0.891640841960907
111,112,0.891640841960907
112,113,0.891640841960907
113,114,0.891640841960907
114,115,0.891640841960907
115,116,0.891640841960907
116,117,0.891640841960907
117,118,0.891640841960907
118,119,0.891640841960907
119,120,0.891640841960907
120,121,0.891640841960907
121,122,0.891640841960907
122,123,0.891640841960907
123,124,0.891640841960907
124,125,0.891640841960907
125,126,0.891640841960907
126,127,0.891640841960907
127,128,0.891640841960907
128,129,0.891640841960907
129,130,0.891640841960907
130,131,0.891640841960907
131,132,0.891640841960907
132,133,0.891640841960907
133,134,0.891640841960907
134,135,0.891640841960907
135,136,0.891640841960907
136,137,0.891640841960907
137,138,0.891640841960907
138,139,0.891640841960907
139,140,0.891640841960907
140,141,0.891640841960907
141,142,0.891640841960907
142,143,0.891640841960907
143,144,0.891640841960907
144,145,0.891640841960907
145,146,0.891640841960907
146,147,0.891640841960907
147,148,0.891640841960907
148,149,0.891640841960907
149,150,0.891640841960907
150,151,0.891640841960907
151,152,0.891640841960907
152,153,0.891640841960907
153,154,0.891640841960907
154,155,0.891640841960907
155,156,0.891640841960907
156,157,0.891640841960907
157,158,0.891640841960907
158,159,0.891640841960907
159,160,0.891640841960907
160,161,0.891640841960907
161,162,0.891640841960907
162,163,0.891640841960907
163,164,0.891640841960907
164,165,0.891640841960907
165,166,0.891640841960907
166,167,0.891640841960907
167,168,0.891640841960907
168,169,0.891640841960907
169,170,0.891640841960907
170,171,0.891640841960907
171,172,0.891640841960907
172,173,0.891640841960907
173,174,0.891640841960907
174,175,0.891640841960907
175,176,0.891640841960907
176,177,0.891640841960907
177,178,0.891640841960907
178,179,0.891640841960907
179,180,0.891640841960907
180,181,0.891640841960907
181,182,0.891640841960907
182,183,0.891640841960907
183,184,0.891640841960907
184,185,0.891640841960907
185,186,0.891640841960907
186,187,0.891640841960907
187,188,0.891640841960907
188,189,0.891640841960907
189,190,0.891640841960907
190,191,0.891640841960907
191,192,0.891640841960907
192,193,0.891640841960907
193,194,0.891640841960907
194,195,0.891640841960907
195,196,0.891640841960907
196,197,0.891640841960907
197,198,0.891640841960907
198,199,0.891640841960907
199,200,0.891640841960907
