,0
0,0
1,3
2,4
3,5
4,8
5,9
6,12
7,13
8,14
9,15
10,16
11,22
12,24
13,25
14,27
15,28
16,31
17,32
18,33
19,34
20,37
21,38
22,39
23,40
24,41
25,42
26,44
27,45
28,47
29,50
30,54
31,59
32,60
33,62
34,64
35,65
36,67
37,71
38,72
39,74
40,75
41,76
42,79
