0,1
3.70E-02,8.66E-01
1.23E-02,4.78E-01
4.94E-02,8.73E-01
4.94E-02,8.73E-01
6.17E-02,8.80E-01
6.17E-02,8.80E-01
2.47E-02,8.63E-01
2.47E-02,8.63E-01
6.17E-02,8.80E-01
8.64E-02,8.93E-01
4.94E-02,8.73E-01
1.23E-02,4.78E-01
2.47E-02,8.63E-01
3.70E-02,8.66E-01
4.94E-02,8.73E-01
3.70E-02,8.66E-01
1.23E-02,4.78E-01
3.70E-02,8.66E-01
1.23E-02,4.78E-01
6.17E-02,8.80E-01
