trend,BOLLM,APO,CCI,DX,MACDFIX,MINUS_DI,ROCP,STOH,ADOSC,HT_TRENDLINE
1,17928.11527,200.2305315,-78.67131223,4.939430878,-195.3007154,14.06598774,-0.032869259,36.00976418,10925.18802,18040.9299
1,17951.40787,127.0476039,-27.68186521,13.15940886,-176.2133017,13.0817969,-0.023095499,57.01037407,35407.73674,18030.32778
1,18030.569,53.99709955,24.9948867,19.79023719,-151.5731399,12.39190002,-0.0128107,71.69257697,9622.479396,18013.61034
1,18133.94018,-12.95425705,43.77465552,23.31733976,-129.6446069,11.78797429,-0.006576103,75.93546245,-39318.33565,18021.79299
-1,18220.78739,-70.91715038,37.15757436,15.70763128,-115.041722,12.83894299,-0.002766101,74.60124881,-76183.15869,18045.79547
-1,18266.63175,-124.7350167,30.29464971,10.2469776,-108.0916926,13.20286632,0.001431689,64.90001284,-105966.1066,18091.61641
-1,18260.36521,-171.0603024,16.7281128,4.791147078,-108.2660824,13.55805112,0.00471707,47.49174634,-133732.6696,18151.02127
-1,18204.11131,-194.4924953,-22.77033446,2.841712193,-114.1228738,14.60846458,0.006399013,30.59990361,-154393.8422,18210.64744
-1,18115.98351,-191.6847662,-73.03156881,10.2216343,-123.1900021,15.81685589,0.00427693,20.57277645,-161580.5801,18248.50088
-1,18014.35352,-175.312777,-106.239708,15.95255278,-132.7819094,16.78668397,-0.004136273,18.65568717,-150375.7166,18256.62543
-1,17915.33082,-156.3698683,-114.9154799,19.35577259,-139.3338173,17.15657538,-0.014768387,18.27045267,-116960.158,18241.69457
1,17839.42023,-141.0076381,-101.8761294,19.44264406,-138.7633648,16.37212992,-0.022621194,20.33691456,-68060.3648,18211.10961
1,17804.09886,-132.0505448,-74.13172168,12.02658031,-128.8302799,15.49056005,-0.025027624,30.22043549,-17067.10926,18170.57683
1,17820.1429,-128.2857329,-33.52455254,0.406074043,-109.3229689,14.52235711,-0.019654932,50.21341776,27227.14701,18124.64646
1,17895.27511,-124.3281787,25.19536701,12.727755,-80.62018965,13.50594666,-0.007238281,69.23654452,61307.55743,18081.70749
1,18030.45671,-111.0776258,91.89159084,25.05370045,-43.81976401,12.52335834,0.009915603,81.85985002,85866.61591,18054.00421
1,18217.90675,-81.74482167,152.4581351,35.7371302,-1.004756116,11.54117588,0.030756925,84.73383452,102883.3354,18056.68304
1,18447.7697,-34.11928962,190.7462789,44.78282367,45.27889594,10.59862767,0.053998618,87.11326879,113626.9073,18094.86228
1,18707.75889,32.61198282,193.5127034,51.87216043,91.4741695,9.752204858,0.07711854,88.65605177,120565.0333,18155.07491
1,18980.61252,118.0331998,171.3256915,57.08604743,133.4799843,9.037001,0.097772091,89.53670844,127892.099,18225.87773
1,19250.28538,219.3708955,150.4126197,61.03276065,168.6526829,8.381001162,0.114119239,89.91966126,138866.6267,18305.75861
1,19504.75717,332.4217997,133.4380454,64.13815778,195.7938471,7.746880143,0.124464965,89.90263503,154823.4619,18397.64523
1,19735.85287,452.1597451,122.52977,66.7439328,214.7889564,7.142890851,0.129214443,89.5099347,174032.9955,18505.35937
1,19942.17804,572.4568397,114.5714207,69.11143364,226.3898505,6.579814326,0.129698181,88.71025314,191875.6555,18630.90145
1,20126.50125,689.402081,109.6782649,71.17504159,231.0527156,6.063409282,0.125795527,87.4842934,203859.7243,18773.87049
1,20290.17874,802.1231618,106.5382839,72.85573338,228.8988278,5.595497304,0.117667893,85.88251428,206987.6557,18902.07752
1,20432.06247,907.8882259,102.3657814,74.09054933,219.8385249,5.167492019,0.106033487,83.94055036,201377.1839,19014.28656
1,20548.64649,1001.93652,97.04212849,74.8174008,203.7616948,4.766652562,0.091560788,81.52425048,190974.8987,19111.14865
1,20635.97075,1078.944707,90.30175664,75.12856235,181.2918354,4.388428991,0.076166342,78.29979886,179839.392,19195.55072
-1,20692.67214,1132.714258,82.07980858,73.66950949,153.6402785,4.304825747,0.061688259,73.69621509,170323.8454,19246.38564
-1,20721.8696,1160.358609,73.99755752,72.99653422,122.8343384,4.078758528,0.048798234,67.09436172,160916.4729,19274.46669
-1,20730.85934,1163.267812,68.82038585,72.99653422,91.27219007,3.783029064,0.037789279,60.11629897,145183.3773,19289.41945
-1,20727.5224,1142.998639,65.57978545,72.99653422,60.46257743,3.547288403,0.028112513,54.68061786,115378.5005,19285.49435
-1,20717.8841,1100.996416,63.12598709,72.99653422,31.2132236,3.363803874,0.019126488,51.5342654,64347.04535,19287.84852
-1,20703.05269,1038.200878,55.08641186,72.99653422,2.972291375,3.208955897,0.010233502,48.49381234,-4373.443906,19293.67416
-1,20678.05855,954.7245219,22.36807789,61.52278058,-25.59594787,4.647066698,0.001021171,39.81575485,-63777.14112,19299.81061
-1,20637.96876,852.7950554,-54.46903596,44.04633381,-54.44281749,7.100046586,-0.007522308,31.90400306,-94835.55208,19304.00637
-1,20581.14892,736.9806975,-159.3585024,27.52545831,-82.60096361,9.597815947,-0.014513319,27.38586937,-97321.98144,19317.07672
-1,20512.78763,613.730211,-202.5495788,16.71232978,-107.459753,11.03810754,-0.018799525,30.28701402,-79707.39412,19336.32349
-1,20447.55781,490.8084975,-165.4859785,14.94457552,-125.4434502,10.50953017,-0.019300403,34.13772483,-52758.47415,19359.60717
1,20398.75687,374.446604,-118.2717533,14.94457552,-135.8447438,9.744204379,-0.017801792,38.83127683,-24873.7224,19398.67295
1,20371.35902,268.741066,-87.35092238,14.94457552,-140.2636066,9.137990398,-0.016288115,46.08348795,-370.9406874,19432.9693
-1,20361.16247,174.5214976,-72.80149907,14.94457552,-142.0489018,8.657839835,-0.016181285,54.75718551,15485.27214,19462.66273
-1,20350.7763,89.39947199,-80.14512981,12.36382713,-145.7746472,8.69509044,-0.019023969,57.23003387,14810.27203,19487.16268
-1,20321.39766,11.27470679,-100.5259081,4.71248946,-152.9073855,9.682079851,-0.022889152,45.38523551,-6736.144841,19518.32666
-1,20266.41525,-60.93517314,-122.3132299,3.0216845,-161.8086727,10.78520815,-0.025187813,27.40029677,-49089.94048,19555.06984
-1,20188.30342,-126.1258829,-146.5418926,11.38798029,-170.1821495,12.14282213,-0.025713511,12.64577936,-97200.42138,19606.9165
-1,20100.53736,-180.6854451,-168.7430083,20.0150813,-175.0556996,13.70736281,-0.023982354,11.21391771,-122600.331,19689.85127
-1,20024.71762,-221.6727469,-155.3320077,26.86270962,-174.2512233,14.86770715,-0.021175507,18.12727977,-107580.071,19785.91082
1,19975.99746,-247.3754711,-134.6421817,31.47708092,-167.1198186,15.29948712,-0.019197847,31.06005428,-51155.45353,19870.96292
1,19966.20968,-257.850684,-95.6751119,25.8852321,-152.1067156,14.14816312,-0.015907882,49.23116189,32282.63785,19921.66877
1,20007.11458,-255.2084779,-25.93482216,7.804671664,-127.4448236,13.0773739,-0.009128563,70.92243651,117307.692,19946.33481
1,20101.32977,-241.010959,73.1970229,12.5963612,-93.85913256,12.12734722,0.001582772,85.72322059,180391.3808,19958.49
1,20245.51198,-215.8139163,157.9008228,29.26701206,-53.81917157,11.21778742,0.016835418,91.62297085,205478.3754,19990.64133
1,20428.91811,-179.3261387,195.4229097,40.3892225,-12.21690081,10.31802893,0.033348646,88.94371521,189095.9127,20063.67825
1,20627.04073,-130.1190808,185.3782081,46.21425203,24.59102978,9.593804389,0.046889165,87.24785137,149959.3367,20161.74507
1,20814.38389,-67.58875673,158.5288929,49.18283669,53.29445797,8.976226772,0.057093875,86.06534557,111593.1457,20266.18895
1,20974.16485,7.095187756,128.3558597,50.87880089,73.3011376,8.374247291,0.063709024,84.5623815,86778.13443,20366.70869
1,21100.04874,92.4402884,109.7854794,52.53427547,86.3157242,7.799596655,0.06777383,82.22176592,75343.01508,20442.78075
1,21201.19334,186.3364342,102.6410888,55.41711922,95.75618125,7.271331871,0.071315909,79.49665252,71891.21448,20496.88419
1,21291.28348,284.4953888,100.3604119,58.51897512,102.5042949,6.803392891,0.071930757,77.41199577,66599.5712,20531.57445
1,21374.88967,381.2770137,97.24658757,60.69645094,105.1364021,6.401965537,0.067088711,76.53546345,51040.63152,20555.42815
1,21447.88973,468.7078405,92.40903682,61.39411543,101.4330558,6.043742596,0.057039755,75.93119584,30237.41596,20575.46854
-1,21495.59332,536.7850711,78.74715139,55.24380975,88.60391373,6.877618136,0.042041088,70.45731477,9404.009723,20597.27484
-1,21500.38343,579.3531901,55.08488515,41.07053268,66.2830089,9.385946714,0.025383252,53.32526077,-6802.203246,20626.84019
-1,21456.20021,594.9791248,12.0792787,21.31997855,36.80780571,13.51100311,0.0109174,37.74381774,-6216.226051,20664.71663
-1,21365.39971,585.5848269,-57.27474567,5.634314506,2.645418409,16.98825507,-0.001702386,26.92640591,8080.909467,20700.71783
-1,21237.3651,556.4700331,-114.9495492,3.309483305,-33.51745016,16.71887715,-0.012977361,22.8967977,11376.2779,20737.17736
-1,21091.13359,511.7183854,-146.171335,3.309483305,-68.27148391,16.30768965,-0.02315645,11.85261349,-84835.05544,20766.13513
-1,20945.47496,453.0339431,-165.2755552,10.45951848,-98.35169794,20.63201646,-0.032955137,5.031501205,-130356.1397,20789.60554
-1,20818.65399,382.1050921,-152.9076038,22.43949041,-119.7524892,24.33583846,-0.039814519,9.927952373,-119255.9596,20811.37503
1,20733.33897,300.8524814,-111.8879936,18.92124788,-128.1850619,22.45079655,-0.040865651,25.64591181,-85548.79002,20821.00476
1,20706.30466,213.1132347,-67.91182439,9.520805788,-122.4140305,21.11502935,-0.035947071,50.04404966,-54684.17768,20837.68726
1,20743.75531,125.0499745,-26.62417727,2.144596029,-104.1094161,19.70496816,-0.025282685,69.09360954,-31317.44323,20863.78059
1,20845.19653,44.12737282,21.43434452,13.83603444,-76.07454716,18.22198312,-0.010332752,84.29579033,-11719.32356,20900.53625
1,20998.97559,-21.54552635,75.75365622,23.95886904,-42.19663451,16.80495134,0.006341828,87.29015122,3951.951691,20948.17198
1,21184.86768,-64.96972429,124.9466041,32.31387723,-6.133260898,15.50384721,0.023840085,88.58530403,15796.75264,21002.42875
1,21385.53916,-81.41051692,156.4103134,39.23085687,29.36193813,14.31775958,0.041482658,88.75257869,25220.68744,21072.48094
1,21583.76686,-69.04776628,160.3365089,44.23959648,60.57506602,13.31350578,0.05670317,88.21009372,33212.25983,21143.77934
1,21761.01256,-29.12860551,141.5732365,47.16631334,83.61647113,12.36375973,0.067418509,87.26816124,39744.35008,21205.12494
1,21905.05259,33.71537378,117.8522365,48.54147363,96.64762761,11.48304202,0.072215777,85.44745653,44330.85573,21258.4456
1,22007.79843,112.1347272,98.8315608,48.6596398,99.39436079,10.66750662,0.069828828,81.97923477,46680.44235,21301.79506
-1,22068.49296,198.180899,84.50994483,48.61033283,94.26671456,9.941530923,0.062847355,75.75613572,45871.53217,21336.82817
1,22098.96512,283.6553841,76.4056074,49.01794832,85.35991439,9.285597497,0.054532813,68.4184824,40485.14164,21363.63161
1,22112.92361,362.1789939,71.68506994,49.63876754,74.62418782,8.694014355,0.045147216,61.83816909,31606.29583,21389.6511
1,22119.41374,430.3255417,68.22518205,49.81876379,62.41599536,8.201127147,0.035188718,59.10936614,15557.15581,21422.77419
-1,22117.87978,483.4585856,59.21952938,49.81876379,46.55662116,7.813213943,0.023431937,54.60425678,-17370.14349,21464.16731
-1,22093.4721,516.0321826,19.28529713,27.44262023,23.40440904,12.36204734,0.008323789,45.94158391,-30188.68269,21512.29972
-1,22032.192,524.3413647,-68.92376866,1.234410403,-6.695005316,18.83175759,-0.007014508,39.06568862,-14666.96958,21563.15024
-1,21932.34734,506.024577,-117.707329,1.234410403,-40.20996755,18.15859129,-0.019464851,28.51395516,-84343.05493,21613.33652
-1,21808.04799,464.6097514,-198.9352403,24.50230684,-70.61110518,27.08347426,-0.026642602,28.5131169,-89015.38077,21640.56941
1,21693.69311,409.7371008,-154.8185452,24.50230684,-89.69541345,24.62235122,-0.026206481,27.91556049,-69129.20863,21670.6482
1,21625.92936,349.6289794,-95.86532005,19.9452814,-94.11367318,22.79671753,-0.020852748,42.13518437,-35667.70825,21705.64314
1,21625.06441,290.3112949,-44.05102668,11.89811491,-85.01736024,21.43626176,-0.01405201,62.84986886,9872.733453,21728.54818
1,21692.06133,233.6150387,6.490427662,2.296157103,-66.94451138,20.29059454,-0.007420986,83.14899822,60957.72213,21764.2499
1,21804.56163,176.732656,51.56329907,6.976709098,-46.74929745,19.20082398,-0.002664447,94.74351524,94720.67332,21790.28025
1,21931.00678,120.024424,86.96278905,15.48662252,-28.09740933,18.06969605,0.002734976,91.70430567,93961.63791,21810.69718
1,22050.55322,67.6266641,114.0691079,23.22664645,-11.65577797,16.73735904,0.011780301,83.88002886,58045.00723,21843.98606
1,22156.67039,27.557565,132.8698096,29.81792227,3.973365289,15.20309088,0.024133649,74.97274395,447.7114893,21883.25542
1,22259.17453,11.23094353,144.9375716,35.14709232,21.73114262,13.6977595,0.039177531,69.04630132,-56890.46242,21934.49718
1,22371.98983,24.70098808,144.7650236,39.08135174,41.33359323,12.48560964,0.052349955,68.52734453,-94555.39138,21982.76476
1,22496.81203,67.17257692,129.6584108,41.48361988,59.61872979,11.6183976,0.058349381,73.01844067,-100674.5385,22025.4794
1,22624.11372,130.8759649,114.1002504,42.55266598,72.68458042,10.81097925,0.057035968,79.30291427,-75790.74529,22063.78713
1,22733.02719,201.4811194,97.35508469,41.60181586,76.31176441,10.28832033,0.04931491,82.64856335,-35652.8954,22099.69534
-1,22800.82838,266.721909,80.22957775,38.23679427,69.50189198,10.38595206,0.038763166,77.14904089,2298.1074,22135.38974
-1,22811.56182,317.0462084,57.41304211,30.83129405,52.07317709,11.42587764,0.027974185,61.06028511,19814.82936,22167.98039
-1,22754.21314,346.4357265,18.30875607,15.63824181,23.09203847,14.44697171,0.015221762,41.02041464,8590.411366,22195.06367
-1,22655.92661,360.9713373,-26.58075011,6.808186517,-7.237101413,16.04685092,0.006523948,26.11454437,-6628.693805,22218.25002
-1,22547.00834,366.126246,-70.90291379,2.118370409,-32.8345865,16.81869759,-1.07E-06,20.39394896,23014.11359,22241.60654
-1,22315.42697,335.458694,-210.1947233,35.46422317,-93.56204661,29.77466661,-0.036428077,19.15995791,4440.667848,22244.01659
1,22170.10154,311.6467647,-146.4181448,35.46422317,-112.4761054,27.36277016,-0.029715569,27.43435954,32240.79948,22249.16586
-1,22048.10286,272.2028302,-125.363953,34.61379247,-127.680151,25.48582771,-0.039351937,34.97259623,34612.27795,22244.33433
1,21971.32584,222.2114581,-74.92121149,27.09323176,-127.4541075,23.98426452,-0.038267048,49.47033184,-42829.99315,22248.46961
1,21938.05303,163.1982775,-40.09193526,17.62211645,-112.9666818,22.41197256,-0.031077378,62.87123272,-101779.4406,22264.86853
1,22069.90428,97.2857341,-16.11009826,10.2531905,-90.2393695,21.0897454,-0.021852484,76.95165322,-109035.0532,22276.80581
1,22141.93616,25.05329449,-5.955664058,8.373786687,-71.76602017,19.74662199,-0.016143685,83.65997658,-96518.36212,22306.65587
-1,22211.20114,-51.00463679,-12.41421375,10.84469131,-63.78338694,19.4248583,-0.011718146,72.12743932,-90733.99887,22330.8388
-1,22230.53233,-123.1224772,-37.26710309,19.06579622,-65.87845597,21.18978859,-0.012832759,52.86598518,-93501.93964,22345.62768
-1,22186.63233,-181.1212197,-69.48747232,27.60218444,-74.90969791,23.04917957,-0.017278254,33.82863236,-98979.66849,22351.72671
-1,22089.71404,-227.9918676,-91.53195483,32.30853769,-85.6314968,23.21905745,0.008063548,24.79804699,-105092.3634,22342.18713
-1,21973.33292,-268.0688224,-105.1115141,35.06361035,-95.15606816,22.65369385,-0.010091412,22.25030066,-109957.9993,22313.24217
-1,21860.40422,-251.3364098,-116.2008502,37.6908548,-103.0458553,22.29158795,-0.009973041,19.99124479,-111246.7182,22270.01726
-1,21756.43706,-261.9115751,-131.3452822,41.02820802,-110.4572934,22.54373819,-0.019236662,18.51161926,-108278.1081,22214.47627
-1,21654.77822,-268.8959094,-155.9460479,45.76328708,-119.5906148,23.79703689,-0.032833829,17.37517646,-102484.0707,22134.31056
-1,21545.62522,-287.8584373,-157.5065901,50.53316625,-129.9742291,25.36230181,-0.046162317,16.23919294,-95501.9056,22052.83356
-1,21428.67038,-320.5992588,-146.7707873,54.1590008,-138.9029353,26.40928882,-0.052238042,15.28598635,-88161.92649,21963.08744
-1,21315.15724,-362.5773082,-129.5743109,55.94388899,-142.4073122,26.20468,-0.050915089,15.22245101,-80509.61163,21880.7657
1,21227.87331,-398.74442,-104.724941,53.15969323,-135.7993837,24.71128046,-0.043278745,18.66472008,-71949.42177,21817.1756
1,21190.42129,-418.5107646,-73.7647258,42.49711703,-117.5652709,23.30394207,-0.031693197,32.98193797,-62288.04732,21766.55198
1,21213.58909,-419.3851523,-37.19266882,28.67611023,-89.44204002,21.85823991,-0.019689132,53.29111191,-52110.22286,21714.44604
1,21297.13038,-402.0523789,11.56279498,14.57732183,-54.23413056,20.38882327,-0.007680568,72.42589252,-42072.39908,21665.07448
1,21429.04965,-371.9864115,68.40664478,2.316870929,-15.68084392,19.00936566,0.004246415,81.7506751,-32369.58826,21638.1336
1,21587.73091,-335.0884208,116.7348856,7.741839156,22.73998188,17.75563935,0.016545977,84.88990078,-22937.909,21615.68426
1,21754.65737,-289.2509453,145.9616183,15.9602085,58.47236624,16.60622013,0.030197145,85.95762771,-13879.94665,21616.57055
1,21913.91397,-232.0208568,151.567883,21.78329536,88.47386727,15.49857558,0.04284287,85.59241486,-5892.964836,21620.04979
1,22049.21768,-186.5085115,137.1312989,24.82377418,109.6139328,14.44840811,0.05169429,84.01293482,-457.922607,21635.90941
1,22150.18822,-116.2556786,111.0202957,25.56115353,120.5098146,13.46372874,0.0551741,80.75115953,915.0200793,21651.94111
-1,22210.71256,-40.50860699,89.07233708,23.40609251,121.2296119,13.13251603,0.051848591,73.25243167,-2731.667875,21672.55436
-1,22227.81034,41.69723756,69.76993177,18.77530023,113.061574,13.48032934,0.043297923,57.42473757,-12001.00514,21690.747
-1,22206.39447,124.0921717,50.6433422,13.17713658,98.36423549,14.0866755,0.032197087,41.00729685,-27337.09407,21705.89516
-1,22154.28111,198.8734363,27.88880184,6.203298483,78.63270237,15.10096938,0.019270464,27.37389716,-48600.14434,21719.84637
-1,22075.98143,255.7580662,-9.096218739,2.592805825,54.42135983,16.75728782,0.005208197,21.74132337,-74694.36353,21731.40294
-1,21975.41248,287.4529069,-65.51116831,12.25245816,26.71488731,18.91200761,-0.00912909,17.74619726,-102828.943,21741.40421
-1,21854.29132,291.2353051,-129.8172885,22.17546688,-3.520858118,21.50935017,-0.023550083,15.30365055,-128368.7994,21749.59904
-1,21712.12867,267.1752752,-174.3463703,31.47313376,-35.0733481,24.28495601,-0.036838595,14.06567359,-147275.8001,21755.98702
-1,21552.57603,217.9686513,-182.9770683,39.37206421,-66.08785343,26.79602562,-0.047540912,13.69617526,-157553.3535,21760.17473
-1,21377.49243,146.8338041,-168.7000898,46.68495458,-96.556261,29.45506419,-0.05689035,13.85279948,-158878.9006,21760.24238
-1,21184.62785,57.16413942,-160.9627646,53.61103591,-127.3634394,32.30586269,-0.065984485,14.15762551,-152366.8252,21752.11267
-1,20976.58522,-47.79443686,-154.271629,59.44134974,-157.3759106,34.85341732,-0.074232782,14.38015372,-139489.2641,21722.5692
-1,20758.72891,-165.5007374,-147.6613723,64.08129606,-184.5347464,36.87174457,-0.081470762,14.55273467,-121369.9861,21682.78665
-1,20545.98068,-290.5543728,-136.0136486,66.85510697,-203.5739284,37.32356516,-0.08461041,15.08422526,-99989.13126,21631.58583
-1,20368.93127,-414.9798803,-116.4720656,67.293673,-207.5861856,34.86259665,-0.080476712,16.77676952,-77974.6923,21572.08504
