Open,High,Low,Close,Volume,trend,MACD,CCI,ATR,BBANDS,EMA20,MA10,MA5,MOM6,MOM12,ROC,CMO,WILLR
22073.10014,22250.65184,21947.65027,22110.72306,185296.9279,1,337.1235232,98.8315608,304.741569,22007.79843,21419.52749,21596.33306,22007.79843,721.74316,21437.57905,21246.77973,54.42641594,-7.514960369
22060.97016,22241.89485,21947.10405,22100.54606,189505.2063,-1,349.5248675,84.50994483,304.0307998,22068.49296,21484.38641,21727.01606,22068.49296,503.55221,21560.95084,21303.29274,53.40951971,-8.061522353
22074.71606,22254.12132,21974.92469,22112.51321,193267.9879,1,356.2124756,76.4056074,302.2569305,22098.96512,21544.20801,21841.36599,22098.96512,315.43976,21681.36582,21352.21049,53.79482177,-7.591005448
22097.57664,22271.76586,22004.39478,22131.65568,195855.6378,1,358.9196877,71.68506994,299.765084,22112.92361,21600.1554,21936.96809,22112.92361,171.5033,21792.86079,21394.36407,54.4438198,-7.632443146
22111.63637,22276.592,22042.38611,22141.63069,196680.9611,1,357.7461973,68.22518205,295.0822845,22119.41374,21651.72448,22012.23317,22119.41374,79.76745,21890.57886,21431.5966,54.80009883,-8.264948175
22072.49471,22236.59799,22046.14369,22103.05324,194855.8184,-1,349.6725129,59.21952938,287.608857,22117.87978,21694.70817,22062.83911,22117.87978,-6.1268,21967.86373,21464.02904,49.91696528,-12.05121582
21938.00414,22119.57054,21841.7187,21978.50768,189485.227,-1,329.4268463,19.28529713,286.9119272,22093.4721,21721.73669,22080.98253,22093.4721,-132.21538,22016.99105,21489.84395,35.09991176,-23.88913352
21750.49749,21959.88674,21512.68569,21806.11272,181368.4374,-1,296.0584003,-68.92376866,299.6912174,22032.192,21729.77251,22065.57856,22032.192,-294.43334,22034.41762,21507.5677,17.75154203,-45.34096928
21561.58406,21802.56355,21661.68281,21632.43237,171792.155,-1,252.6863032,-117.707329,288.601124,21932.34734,21720.50202,22022.63548,21932.34734,-480.08084,22020.69753,21516.22307,3.352447776,-77.45988082
21441.28862,21691.49918,21191.39155,21520.13395,161433.8517,-1,206.867421,-198.9352403,303.7087316,21808.04799,21701.41934,21963.73087,21808.04799,-611.52173,21984.02933,21517.72402,-4.757309747,-69.70675786
21459.06258,21672.3884,21277.74571,21531.27882,151202.5472,1,169.5010223,-154.8185452,310.2040143,21693.69311,21685.21548,21905.78644,21693.69311,-610.35187,21939.81396,21517.16295,-3.886084356,-68.67977064
21585.02215,21732.98815,21410.04078,21639.68894,141746.3929,1,146.941819,-95.86532005,311.114254,21625.92936,21680.87962,21859.70073,21625.92936,-463.3643,21900.6897,21519.51722,4.439312671,-58.6899001
21769.78112,21843.54924,21586.86552,21801.78795,133283.7297,1,140.523654,-44.05102668,307.2263587,21625.06441,21692.3947,21828.6282,21625.06441,-176.71973,21874.94511,21529.14622,15.36152526,-43.75265878
21957.02245,21987.18358,21761.67387,21967.41697,127103.6462,1,147.1063394,6.490427662,301.3894553,21692.06133,21718.5873,21812.20433,21692.06133,161.30425,21863.85102,21548.16939,24.81716296,-28.49013102
22086.18045,22142.12191,21919.74672,22082.63549,124406.6816,1,159.7785094,51.56329907,295.7455792,21804.56163,21753.25856,21806.30481,21804.56163,450.20312,21861.36121,21575.78426,30.62354544,-17.87287409
22175.31856,22301.93752,22061.26737,22163.50457,124551.4464,1,174.3371048,86.96278905,291.8116199,21931.00678,21792.3296,21812.34995,21931.00678,643.37062,21864.01528,21611.43079,34.45006626,-12.46530569
22255.68752,22465.48086,22192.4759,22237.42112,126813.8749,1,189.653141,114.0691079,292.5376678,22050.55322,21834.71927,21838.24129,22050.55322,706.1423,21871.99782,21655.04858,37.82563685,-17.89982368
22358.38707,22621.21169,22318.54575,22332.3738,130149.6869,1,207.0661678,132.8698096,299.0557322,22156.67039,21882.11494,21890.8674,22156.67039,692.68486,21891.10787,21706.73568,41.96039052,-20.20099465
22518.4468,22759.61965,22448.31066,22479.93765,133060.2326,1,230.1205995,144.9375716,308.2121692,22259.17453,21939.05044,21975.61793,22259.17453,678.1497,21932.8937,21767.11932,47.77323682,-17.83426786
22700.17442,22868.92861,22561.55784,22646.71199,136592.964,1,258.8646674,144.7650236,313.9820829,22371.98983,22006.44678,22088.27573,22371.98983,679.29502,22002.94364,21834.67356,53.44787068,-13.24659975
22854.90403,22937.61672,22632.94853,22787.61561,142273.3823,1,289.6750986,129.6584108,313.3168048,22496.81203,22080.84381,22213.90941,22496.81203,704.98012,22099.20891,21905.34297,57.63599311,-8.590021068
22952.71832,22967.71573,22663.51485,22873.92954,149479.8346,1,317.3986263,114.1002504,312.6656673,22624.11372,22156.37578,22337.33347,22624.11372,710.42497,22212.0252,21974.68342,60.00944623,-5.279790201
22958.27633,22959.58098,22653.24198,22876.94115,157447.5622,1,335.742503,97.35508469,312.2137625,22733.02719,22225.00106,22444.84879,22733.02719,639.52003,22324.16373,22038.281,60.0934561,-5.110248513
22887.46133,22915.4634,22618.42953,22818.94359,164183.7864,-1,341.6617747,80.22957775,311.1294845,22800.82838,22281.56701,22530.00145,22800.82838,486.56979,22422.43495,22093.05796,53.40968887,-8.803241373
22779.78525,22847.18838,22541.43256,22700.37923,174195.7724,-1,332.9476737,57.41304211,310.7456513,22811.56182,22321.45389,22591.77583,22811.56182,220.44158,22497.31756,22136.77127,40.49625873,-17.16253446
22625.67093,22735.05752,22366.08418,22500.87217,193537.4556,-1,306.411018,18.30875607,314.9047719,22754.21314,22338.54134,22625.51259,22754.21314,-145.83982,22541.77216,22166.90055,21.9016441,-33.80841431
22424.35068,22564.37677,22250.1684,22382.4969,196228.4854,-1,272.685286,-26.58075011,314.8550289,22655.92661,22342.72759,22640.02016,22655.92661,-405.11871,22566.76061,22186.41466,12.39642125,-48.52392354
22210.54984,22369.66355,22185.4321,22332.34983,186303.318,-1,239.154131,-70.90291379,306.4414411,22547.00834,22341.73923,22640.01777,22547.00834,-541.57971,22580.83105,22198.82124,8.535475351,-60.62830999
22007.01118,22182.3868,21388.1755,21661.03674,287368.5055,-1,156.6058384,-210.1947233,351.9937903,22315.42697,22276.91042,22558.12768,22315.42697,-1215.90441,22532.79902,22185.46036,-27.41210546,-82.72527443
21886.77824,22064.38192,21683.66694,21973.75205,214776.6823,1,115.092519,-146.4181448,355.6617467,22170.10154,22248.0382,22490.83168,22170.10154,-845.19154,22502.91387,22180.94609,-9.258535517,-62.92740515
21919.6693,22076.18228,21735.6701,21890.87879,215862.6375,-1,74.64527057,-125.363953,354.5796348,22048.10286,22214.02301,22401.158,22048.10286,-809.50044,22453.82563,22173.61795,-12.80419406,-68.17407493
22057.48727,22179.46414,22020.13413,21998.61177,186236.1205,1,50.69925644,-74.92121149,349.8657573,21971.32584,22193.50766,22313.62622,21971.32584,-502.2604,22399.81728,22170.22014,-6.953529751,-61.35354716
22234.83558,22317.69049,22135.08146,22165.98581,148049.2598,1,44.71214022,-40.09193526,347.6666833,21938.05303,22190.88653,22242.53069,21938.05303,-216.51109,22348.0148,22172.00256,1.586487994,-50.75717002
22372.53644,22432.80776,22149.44609,22320.29299,116143.2082,1,51.82124427,-16.11009826,343.073468,22069.90428,22203.21095,22192.66563,22069.90428,-12.05684,22301.87842,22178.29047,8.815321791,-40.98805005
22386.69234,22462.39718,22159.04052,22333.91145,114540.2348,1,57.88687252,-5.955664058,340.2365532,22141.93616,22215.65862,22156.01885,22141.93616,672.87471,22256.62594,22184.69983,9.447501418,-40.12587131
22300.89986,22417.60643,22114.36891,22237.20367,134268.4416,-1,54.26488516,-12.41421375,337.5937651,22211.20114,22217.71053,22129.652,22211.20114,263.45162,22208.14762,22189.17151,3.936809824,-45.97014069
22164.40097,22329.94417,21958.12296,22095.26771,160346.8699,-1,39.48621581,-37.26710309,340.0385826,22230.53233,22206.04931,22100.92908,22230.53233,204.38892,22157.72166,22193.06351,-3.724969331,-53.70275571
22017.56116,22220.88483,21772.60336,21946.48582,180049.1566,-1,15.58886009,-69.48747232,347.7702174,22186.63233,22181.32898,22062.34268,22186.63233,-52.12595,22111.52279,22197.74261,-11.12104745,-61.73369491
21905.44506,22115.03711,21659.04642,21835.70156,179626.3871,-1,-12.14928105,-91.53195483,355.5002511,22089.71404,22148.41208,22079.80916,22089.71404,-330.28425,22065.95652,22204.51825,-16.27852525,-66.77318033
21817.2017,22009.35594,21590.22639,21752.00586,164279.1793,-1,-40.41956963,-105.1115141,360.0452011,21973.33292,22110.65911,22057.63454,21973.33292,-568.28713,22017.59452,22212.24732,-20.052949,-69.06733828
21731.15682,21897.04268,21524.02308,21672.56015,143475.0728,-1,-68.44558376,-116.2008502,360.9719438,21860.40422,22068.9354,22035.80268,21860.40422,-661.3513,22018.5548,22216.9567,-23.57504327,-73.52644661
21626.79685,21766.97751,21438.03455,21575.43192,126344.5834,-1,-97.3714014,-131.3452822,358.6841593,21756.43706,22021.93507,21993.48469,21756.43706,-661.77175,21985.36146,22214.8148,-27.76496694,-82.56817718
21483.37611,21609.22,21307.886,21438.19163,122416.5054,-1,-129.8723768,-155.9460479,354.5877193,21654.77822,21966.34045,21920.70528,21654.77822,-657.07608,21947.63753,22202.69492,-33.32709664,-88.71335053
21329.38744,21450.50145,21162.75339,21289.93655,127460.1639,-1,-165.6826929,-157.5065901,349.813458,21545.62522,21901.92103,21817.66963,21545.62522,-656.54927,21888.58126,22180.11224,-38.8085604,-90.21399856
21200.31339,21320.2095,21041.54848,21167.23164,134710.4988,-1,-201.6395125,-146.7707873,344.731141,21428.67038,21831.95061,21701.00165,21428.67038,-668.46992,21805.35175,22149.59878,-42.9864979,-91.15436007
21130.88163,21251.72535,20979.34044,21104.99446,136679.2851,-1,-232.4777129,-129.5743109,339.563553,21315.15724,21762.7167,21587.78073,21315.15724,-647.0114,21704.07687,22114.3151,-45.03633615,-91.5273626
21156.50707,21278.69406,21011.91904,21139.01225,125836.5114,1,-251.2757076,-104.724941,334.3643721,21227.87331,21703.31627,21492.15518,21227.87331,-533.5479,21604.50194,22077.70148,-42.03050638,-89.23360073
21259.46823,21383.64834,21121.14643,21250.93153,107322.7147,1,-254.2119067,-73.7647258,329.2313391,21190.42129,21660.23201,21422.59976,21190.42129,-324.50039,21522.31259,22041.6534,-32.31469372,-81.68707355
21406.10743,21534.01085,21272.30742,21405.77555,88475.74744,1,-241.2631163,-37.19266882,325.9347663,21213.58909,21635.99806,21379.60715,21213.58909,-32.41608,21464.85491,22005.848,-20.07618269,-70.35074785
21577.57789,21711.14586,21446.49804,21584.93811,77303.11104,1,-214.0764453,11.56279498,324.4658766,21297.13038,21631.13521,21362.90038,21297.13038,295.00156,21434.72593,21970.45553,-7.667065431,-55.16096568
21749.85141,21891.0309,21619.72023,21764.59083,81966.28462,1,-176.0054583,68.40664478,323.1535132,21429.04965,21643.84527,21372.10345,21429.04965,597.35919,21428.80004,21936.35471,3.142057945,-36.75212934
21912.23552,22061.22327,21781.1461,21932.41853,98715.52871,1,-130.784037,116.7348856,321.2591509,21587.73091,21671.32844,21407.80211,21587.73091,827.42407,21443.83443,21904.97101,12.02731458,-16.07987281
22063.28551,22218.42635,21929.35403,22085.56382,121186.2632,1,-81.64701383,145.9616183,318.9600915,21754.65737,21710.77943,21472.53933,21754.65737,946.55157,21478.2514,21878.59176,19.30212259,-10.72262455
22182.82388,22340.42338,22044.08472,22202.05854,143421.049,1,-32.92586973,151.567883,317.344275,21913.91397,21757.56791,21563.75153,21913.91397,951.12701,21530.47029,21858.02893,24.42196466,-10.16579048
22252.24721,22406.54717,22106.69129,22261.45666,158960.9519,1,10.35950198,137.1312989,316.0951039,22049.21768,21805.55732,21673.17403,22049.21768,855.68111,21599.07571,21843.39818,26.96626914,-10.16604721
22275.72183,22422.19384,22121.66193,22269.44354,169587.2519,1,44.79161551,111.0202957,314.9834472,22150.18822,21849.73696,21789.61894,22150.18822,684.50543,21680.70129,21835.68389,27.32057157,-10.58668192
22259.60462,22396.03929,22095.79471,22235.04025,178941.7809,-1,68.51347488,89.07233708,313.930671,22210.71256,21886.43251,21899.22174,22210.71256,470.44942,21769.68534,21830.76867,24.51841923,-12.97107454
22215.60244,22340.68653,22041.23275,22171.05273,189719.2049,-1,81.21377935,69.76993177,312.8966073,22227.81034,21913.5392,21991.23386,22227.81034,238.6342,21858.52353,21825.3921,19.26101177,-17.40586466
22159.69834,22273.45516,21974.44859,22094.97916,204910.6098,-1,84.17010029,50.6433422,311.9044618,22206.39447,21930.81919,22060.15422,22206.39447,9.41534,21938.18744,21839.85684,13.14462195,-22.67830398
22084.07488,22187.83766,21888.05069,22000.88989,222162.568,-1,78.02140598,27.88880184,311.0389267,22154.28111,21937.49259,22101.7494,22154.28111,-201.16865,22000.68397,21840.76144,5.909863109,-29.87389054
21976.66264,22072.42994,21770.47848,21877.9451,237894.7014,-1,62.50735847,-9.096218739,310.3898219,22075.98143,21931.8214,22113.08482,22075.98143,-383.51156,22040.03143,21840.33032,-2.833184194,-41.83158399
21840.6231,21932.92303,21625.36954,21732.19551,249623.5213,-1,38.01339544,-65.51116831,310.1872268,21975.41248,21912.80941,22093.06252,21975.41248,-537.24803,22052.30288,21831.44977,-12.09742653,-60.00578127
21675.11308,21770.63949,21452.12248,21565.44695,254745.4153,-1,5.087888055,-129.8172885,310.7822113,21854.29132,21879.72727,22041.05083,21854.29132,-669.5933,22035.70756,21811.43181,-21.33795106,-87.80881193
21487.69376,21592.12888,21259.10978,21384.1659,254109.2764,-1,-35.22759765,-174.3463703,312.3705605,21712.12867,21832.53095,21959.26157,21712.12867,-786.88683,21990.01984,21780.22758,-29.95833298,-89.24788635
21295.06871,21412.52208,21063.65817,21203.12671,249801.8809,-1,-80.85422301,-182.9770683,314.9772283,21552.57603,21772.58769,21853.42857,21552.57603,-891.85245,21916.48341,21742.53475,-37.3430731,-89.73390666
21079.79945,21211.25142,20847.69165,21002.5271,242652.0694,-1,-131.6824115,-168.7000898,318.4474099,21377.49243,21699.24859,21726.73693,21377.49243,-998.36279,21816.52246,21701.37887,-44.3451078,-90.16606957
20830.01306,20973.44391,20599.4593,20767.87257,233734.1424,-1,-188.7232919,-160.9627646,324.4917234,21184.62785,21610.54611,21580.02016,21184.62785,-1110.07253,21692.05712,21657.13236,-51.21326829,-90.76040607
20572.17718,20725.5429,20344.39814,20525.2338,223786.8343,-1,-250.6185469,-154.271629,331.5619168,20976.58522,21507.18303,21415.43827,20976.58522,-1206.96171,21546.70631,21609.75729,-57.10758568,-91.29675454
20326.55046,20487.82916,20100.96781,20294.88437,213127.5983,-1,-314.6313816,-147.6613723,338.1836363,20758.72891,21391.72602,21235.42879,20758.72891,-1270.56258,21385.02665,21558.39672,-61.82324511,-91.64594238
20155.31599,20325.42562,19935.6115,20139.38558,202745.5086,-1,-373.6028065,-136.0136486,341.871528,20545.98068,21272.4555,21049.27836,20545.98068,-1244.78032,21215.72105,21504.64271,-64.64872112,-91.71794105
20116.71294,20299.15329,19908.95009,20117.28001,193655.083,-1,-417.3113153,-116.4720656,345.3237903,20368.93127,21162.43879,20873.21185,20368.93127,-1085.8467,21050.91279,21452.80004,-65.04478387,-91.4328742
20169.45317,20364.61582,19977.90385,20185.78873,185813.2467,1,-441.3351059,-93.5176212,348.2800888,20252.5145,21069.42449,20718.57117,20252.5145,-816.73837,20899.65436,21406.4786,-59.09575237,-88.29189907
20262.19232,20467.71519,20091.28356,20292.20492,178784.2644,1,-446.6386633,-71.6370504,350.2909132,20205.90872,20995.40358,20591.24697,20205.90872,-475.66765,20767.50935,21368.27904,-50.04838303,-83.18237218
20317.94939,20524.79401,20158.07392,20356.97995,172616.7416,1,-440.536734,-56.59620515,351.4644258,20218.32784,20934.60133,20488.52837,20218.32784,-168.25385,20652.90805,21337.18049,-44.65595146,-79.29123953
