Open,High,Low,Close,Volume,trend,MACD,CCI,ATR,BBANDS,EMA20,MA10,MA5,MOM6,MOM12,ROC,CMO,WILLR
24033.39696,24164.1115,23935.75213,24025.34042,132641.5245,-1,250.1044741,29.00741953,259.1848264,24110.05621,23781.19939,24076.26808,24110.05621,-99.32347,24017.0838,23436.66691,39.47415731,-28.9631015
23956.04036,24091.5698,23870.3982,23959.50609,127501.8123,-1,232.6635413,-5.377881389,256.4695959,24068.67661,23798.18098,24083.79947,24068.67661,-198.6351,24041.593,23459.41205,29.60724029,-39.70269907
23879.95865,24017.91676,23798.31212,23887.18067,125074.172,-1,210.5780072,-55.47957077,253.8363848,24015.3024,23806.65714,24074.35859,24015.3024,-279.22338,24050.78063,23481.94434,19.59728202,-54.31479783
23813.37499,23949.97376,23724.08074,23812.61134,126874.1548,-1,184.9262261,-109.764426,251.8404302,23953.017,23807.22421,24049.23842,23953.017,-341.44042,24044.81556,23504.73169,10.1513105,-74.06524922
23754.02168,23886.35013,23642.98416,23736.1698,132155.5592,-1,156.6233549,-149.8508698,251.2351116,23884.16166,23800.45712,24010.38901,23884.16166,-387.86851,24024.36392,23528.00944,1.317208525,-86.53498667
23693.36216,23820.46948,23546.81825,23658.35454,139446.572,-1,126.456374,-163.8539592,252.8362629,23810.76449,23786.92354,23960.41035,23810.76449,-422.09195,23990.57571,23551.70561,-6.870806137,-85.84966103
23645.59694,23765.17045,23468.65853,23579.03388,148085.5344,-1,95.05260271,-151.1567666,255.9559527,23734.67005,23767.12453,23901.67333,23734.67005,-446.30654,23945.10655,23575.47144,-14.45960235,-87.26021536
23619.90906,23729.06783,23418.05982,23496.93351,157150.534,-1,62.81597059,-135.5354646,259.8882425,23656.62061,23741.39205,23835.9615,23656.62061,-462.57258,23890.00591,23598.77183,-21.58230175,-91.39855523
23603.33588,23701.51764,23386.4184,23416.76717,165603.2083,-1,30.44846279,-124.3516049,263.8318852,23577.45178,23710.47539,23765.23439,23577.45178,-470.4135,23827.53617,23620.80713,-27.89573951,-96.80075642
23588.73235,23676.77008,23419.97067,23344.21002,172801.7,-1,-1.045721523,-110.2848397,263.558387,23499.05982,23675.59298,23691.61074,23499.05982,-468.40132,23760.04935,23640.57064,-33.14231572,-104.4494353
23534.84275,23619.97341,23401.08206,23278.49986,177323.9701,-1,-30.95057133,-107.103893,264.4301729,23423.08889,23637.77459,23616.92669,23423.08889,-457.66994,23689.58782,23657.15615,-37.57255908,-111.5401418
23403.12068,23498.46681,23134.30711,23221.25759,177777.0358,-1,-58.59391882,-130.0754718,271.5537105,23351.53363,23598.1063,23543.10184,23351.53363,-437.09695,23617.98874,23669.94576,-41.22622509,-92.4502901
23227.45755,23341.71327,22814.06929,23172.19166,174824.6546,-1,-83.49816647,-154.946943,289.8458726,23286.58526,23557.543,23471.60294,23286.58526,-406.84222,23546.89301,23678.5636,-44.23876999,-74.72732533
23046.82969,23183.39304,22737.17004,23128.05714,169728.1142,-1,-105.5791978,-155.1073743,301.0156675,23228.84325,23516.63959,23403.14752,23228.84325,-368.87637,23477.6056,23682.84715,-46.87643831,-72.60664779
22920.58173,23074.12212,22808.42341,23104.06163,163206.2998,-1,-123.5901411,-137.9192392,302.3455291,23180.81358,23477.34645,23339.9367,23180.81358,-312.70554,23412.34568,23683.16417,-48.30811986,-72.91113002
22910.36598,23066.71442,22841.13499,23110.20583,156228.3325,1,-135.8027088,-112.9958478,299.5298941,23147.15477,23442.38067,23285.12183,23147.15477,-234.00419,23353.81189,23680.15875,-47.21409128,-70.87357054
22982.334,23131.666,22883.37802,23140.06783,149561.2641,1,-141.4411967,-84.38571369,295.8697574,23130.91682,23413.58897,23241.22522,23130.91682,-138.43203,23304.13672,23674.37542,-41.74142745,-66.77963768
23084.28222,23223.48233,23019.24372,23187.05692,143607.1469,1,-140.4985326,-51.09228552,289.3246754,23133.88987,23392.01449,23210.23756,23133.88987,-34.20067,23264.86192,23666.23805,-33.3414633,-60.85149021
23173.18926,23306.72494,23142.82323,23206.55567,139498.781,1,-136.6033993,-22.37267851,280.3658922,23149.58958,23374.35175,23189.21641,23149.58958,34.36401,23233.82207,23654.79089,-29.90122677,-56.67074009
23199.52261,23339.4645,23130.77587,23177.77524,138328.2968,-1,-134.2907976,-14.93104598,275.2460878,23164.3323,23355.63018,23172.57294,23164.3323,49.7181,23207.22555,23638.53688,-32.66278025,-57.13958908
23178.75432,23334.29326,23034.35794,23117.70466,139689.8292,-1,-135.7405058,-26.7718334,277.0096043,23165.83206,23332.9706,23156.49342,23165.83206,13.64303,23182.30367,23616.56273,-38.14048686,-61.6357024
23147.83441,23322.90731,22928.97064,22983.00044,142792.3944,-1,-146.0750525,-54.52561521,285.3615376,23134.41859,23299.64011,23132.6677,23134.41859,-127.20539,23152.20287,23586.523,-48.29736661,-74.50811305
23111.97847,23303.48579,22849.79069,22894.13211,147093.485,-1,-159.5964581,-78.27805493,297.3853635,23075.83362,23261.0203,23104.86175,23075.83362,-245.93572,23120.17223,23550.27442,-53.69866117,-83.29479956
23080.64008,23279.14973,22840.46933,23087.76114,151855.5624,1,-152.9251985,-40.40502317,307.4778661,23052.07472,23244.51943,23100.83215,23052.07472,-99.29578,23109.04752,23517.73936,-23.44002585,-60.28661513
23063.18956,23260.66799,22889.3181,23337.08234,156719.7507,1,-126.0668202,46.61808366,312.0401535,23083.93614,23253.33494,23124.13422,23083.93614,130.52667,23122.78841,23491.48664,3.03170958,-21.19862797
23057.72252,23248.05305,22958.85465,23263.64594,161596.9134,-1,-109.4454466,56.60044046,316.7678347,23113.12439,23254.31694,23139.47823,23113.12439,85.8707,23134.08748,23461.67013,-3.530545193,-12.91344045
23084.0578,23270.61606,23053.98281,23099.97511,165835.8065,-1,-108.2321239,37.7249204,309.6153644,23136.51933,23239.61772,23135.46896,23136.51933,-17.72955,23133.74694,23426.1225,-16.32246298,-39.76284125
23163.75987,23358.04784,23175.4645,23200.61261,168817.9011,1,-98.02003772,118.5881653,305.9337476,23197.81543,23235.90295,23136.82453,23197.81543,217.61217,23141.28083,23394.3412,-6.933197339,-28.64414706
23271.6322,23478.90106,23296.84311,23414.81082,170750.7193,1,-71.81504135,221.359857,303.9590835,23263.22536,23252.94179,23157.65004,23263.22536,520.67871,23164.17608,23370.70028,9.762214827,-10.03869905
23373.75818,23593.73483,23397.98337,23523.78645,171995.4005,1,-41.77244361,225.6297645,296.2299675,23300.56619,23278.73652,23192.25116,23300.56619,436.02531,23192.23688,23352.14495,16.87311126,-9.286019338
23454.36321,23668.6749,23440.18795,23543.97624,172895.1772,1,-16.14817503,188.4189704,291.3911806,23356.63225,23303.99745,23234.87832,23356.63225,206.8939,23220.35526,23336.09947,18.15984726,-15.05648652
23491.25261,23664.76609,23383.04815,23506.44696,173909.4359,-1,1.118054947,128.613625,290.7002348,23437.92662,23323.27835,23287.22297,23437.92662,242.80102,23247.74457,23320.9975,14.60854181,-19.58788324
23480.78003,23592.73599,23249.18412,23409.74557,175038.8231,-1,6.91891564,67.46073706,294.4753516,23479.75321,23331.51333,23338.78432,23479.75321,309.77046,23272.08131,23305.083,5.786004756,-31.26389623
23437.28678,23483.71927,23077.92601,23269.63591,176106.6389,-1,0.2080625,5.646326122,302.4266308,23450.71823,23325.62024,23356.97179,23450.71823,69.0233,23295.9676,23286.98382,-5.55789099,-48.18115266
23330.13114,23334.01252,22889.37448,23104.80641,177323.9146,-1,-18.20089153,-63.76972,312.5845886,23366.92222,23304.59035,23333.7442,23366.92222,-310.00441,23313.52379,23265.93837,-16.85395518,-68.08315597
23135.66596,23147.02235,22710.90544,22938.82541,178857.1051,-1,-45.65709321,-127.0443412,321.4083258,23245.89205,23269.7556,23301.26215,23245.89205,-584.96104,23301.11248,23241.95407,-26.40046579,-76.20304473
22895.50533,22949.56088,22557.16074,22786.5622,180598.2476,-1,-78.79440652,-169.4810009,326.4791697,23101.9151,23223.73718,23269.92086,23101.9151,-757.41404,23255.2358,23215.53835,-33.8983178,-79.36135514
22652.19645,22762.2029,22430.11641,22654.31562,182486.7927,-1,-114.4083318,-179.9988567,328.6196426,22950.82911,23169.50655,23215.29116,22950.82911,-852.13134,23204.45828,23187.45108,-39.64901273,-81.89837526
22480.52391,22635.82556,22362.0318,22572.03161,184210.1536,-1,-147.5711478,-160.2242711,326.0242267,22811.30825,23112.60418,23131.01324,22811.30825,-837.71396,23160.46298,23159.29323,-42.9733231,-83.9282961
22455.06149,22619.44269,22381.0695,22566.35224,185399.2452,-1,-172.3247437,-125.2202938,319.7634383,22703.61742,23060.58018,23035.26982,22703.61742,-703.28367,23107.60795,23133.36464,-43.20585906,-84.36294961
22546.51567,22693.61264,22471.69343,22627.12436,186334.1577,1,-184.9068535,-89.47773615,312.7745649,22641.27721,23019.29868,22943.58463,22641.27721,-477.68205,23041.96741,23111.65212,-36.77869457,-79.71193817
22706.13378,22827.4628,22613.6669,22739.00448,187383.2659,1,-183.7325213,-56.06384231,305.7046603,22631.76566,22992.60399,22866.84038,22631.76566,-199.82093,22976.56892,23095.57702,-25.60259032,-71.14952966
22878.53068,22979.21908,22770.00942,22873.64474,188683.1469,1,-169.9781091,-23.46976325,301.0267988,22675.63149,22981.27454,22813.2303,22675.63149,87.08254,22920.70796,23085.62545,-13.57543048,-60.84524229
23003.03308,23103.33057,22901.14646,23000.31039,190433.3752,1,-147.1604053,9.310841049,295.9310153,22761.28724,22983.08748,22786.29775,22761.28724,345.99477,22878.52991,23081.36723,-3.531460096,-51.1512677
23097.36096,23211.79742,23016.94236,23125.13738,192423.5757,1,-117.6485368,47.18378969,289.8993021,22873.04427,22996.61604,22788.33084,22873.04427,553.10577,22854.81256,23082.06975,5.351712831,-41.42277624
23194.02292,23325.78175,23134.09005,23258.17804,194152.5848,1,-82.57304821,88.96987699,283.5239498,22999.25501,23021.52671,22820.26611,22999.25501,691.8258,22853.85774,23087.00216,13.8371889,-27.18427001
23321.70988,23467.54164,23272.925,23414.82296,195741.707,1,-41.65535788,129.9823902,278.226782,23134.4187,23058.98349,22883.09218,23134.4187,787.6986,22879.69245,23096.16067,22.63227124,-6.142201981
23511.23374,23660.75972,23455.41593,23611.11579,197295.7033,1,6.536053831,161.8825508,275.9203518,23281.91291,23111.56752,22978.7722,23281.91291,872.11131,22935.71665,23110.29596,31.99938311,-3.822504255
23733.4948,23878.8272,23657.84695,23823.01125,198069.9639,1,61.12171448,168.0682742,275.3339988,23446.45308,23179.32407,23103.87016,23446.45308,949.36651,23022.08741,23130.84448,40.38954253,-3.679860184
23947.43447,24086.24084,23848.63242,24020.76132,197377.5672,1,118.9666483,156.6191022,274.4693982,23625.57787,23259.46095,23249.31107,23625.57787,1020.45093,23135.95788,23158.94402,46.965992,-3.797655533
24119.86431,24252.34522,24000.75634,24176.27048,194482.7306,1,175.336297,144.0993875,272.8350755,23809.19636,23346.77614,23404.22568,23809.19636,1051.1331,23269.64445,23194.22954,51.4976376,-4.024451141
24215.97065,24345.162,24085.96432,24260.51671,188603.6149,1,224.2229142,128.1382583,271.8609758,23978.33511,23433.79905,23556.37691,23978.33511,1002.33867,23410.82483,23236.81342,53.80075234,-4.268266905
24246.74994,24374.85849,24113.37322,24283.05354,180335.3025,1,261.7669579,111.1513143,271.1198539,24112.72266,23514.68043,23697.31779,24112.72266,868.23058,23548.81892,23283.1108,54.42421985,-4.604546944
24238.32907,24365.39427,24104.39679,24265.84258,170842.5327,-1,286.8257536,94.00643303,270.3968272,24201.28893,23586.21968,23823.871,24201.28893,654.72679,23676.05543,23322.38018,52.72911058,-5.728137422
24201.4314,24326.8288,24067.91174,24218.70809,160408.886,-1,299.4300273,77.80708823,269.5768439,24240.87828,23646.45668,23933.22808,24240.87828,395.69684,23788.14404,23351.76771,47.93966423,-8.866179062
24150.40899,24272.75172,24015.92307,24154.95879,149462.1771,-1,300.8074483,61.69403416,268.6662586,24236.61594,23694.88545,24022.90615,24236.61594,134.19747,23884.36474,23381.47814,41.47758299,-13.70220441
24092.48592,24210.74562,23955.47837,24082.51847,139128.1409,-1,292.6799042,45.05057562,267.7091865,24201.01629,23731.80288,24089.6757,24201.01629,-93.75201,23964.1465,23414.22958,34.29882016,-19.83698403
24028.28153,24142.28816,23888.26333,24003.65356,130287.5148,-1,276.6855688,25.01105026,266.7317325,24145.1363,23757.69342,24128.92948,24145.1363,-256.86315,24026.26946,23440.99761,26.75788686,-27.3363665
23970.24553,24080.00464,23825.85775,23931.27432,124307.8152,-1,255.22744,-0.007035236,265.8328152,24078.22265,23774.22493,24139.75579,24078.22265,-351.77922,24069.30707,23458.21306,20.09310607,-35.75076184
23930.80029,24036.51881,23779.8677,23878.22323,122564.3452,-1,231.274945,-31.98347946,265.1769791,24010.12567,23784.12953,24125.50198,24010.12567,-387.61935,24091.56603,23470.02762,15.3075374,-45.06944062
23905.66327,24007.59552,23746.66105,23840.68732,124322.9502,-1,206.8788158,-67.43730806,264.8739427,23947.27138,23789.51599,24091.94366,23947.27138,-378.02077,24093.03903,23479.91799,11.90956381,-58.0972856
23886.67691,23984.93589,23718.93868,23810.82392,128167.5148,-1,183.0251805,-97.80830525,264.9541761,23892.93247,23791.54532,24046.97438,23892.93247,-344.13487,24075.54425,23490.06389,9.153576227,-78.66464325
23869.31838,23964.21358,23693.02503,23784.38754,133482.955,-1,160.1417928,-111.7443897,265.3994885,23849.07927,23790.86362,23997.10778,23849.07927,-298.13093,24042.88734,23502.55196,6.649676043,-86.60046546
23846.83037,23938.87334,23663.21083,23754.94516,139401.4455,-1,138.0395551,-107.4343466,266.1325615,23813.81343,23787.44282,23946.01804,23813.81343,-248.7084,24000.75638,23518.72893,3.794013023,-87.10958594
23815.59083,23905.12185,23626.37729,23719.18993,144963.2739,-1,116.2976177,-104.3603964,267.0334185,23782.00677,23780.94254,23896.06622,23782.00677,-212.08439,23953.76774,23539.20838,0.28226851,-87.59987024
23775.67568,23862.86813,23582.79087,23677.32125,149602.7855,-1,94.59805562,-106.5877131,267.9651215,23749.33356,23771.07385,23848.30247,23749.33356,-200.90198,23904.7243,23563.82491,-3.821319931,-88.06536492
23719.39495,23804.24607,23525.47244,23622.2303,151898.8204,-1,72.12421403,-117.4955914,268.7371578,23711.61484,23756.89827,23802.27365,23711.61484,-218.45702,23855.01782,23591.68051,-9.092582443,-88.48013511
23639.29804,23721.57825,23447.56554,23546.94555,150477.1617,-1,47.68895394,-137.9971777,269.113983,23664.12644,23736.90277,23756.60285,23664.12644,-263.87837,23804.35005,23621.43484,-15.87771487,-88.69735442
23542.6247,23622.3422,23356.06771,23458.07973,146011.507,-1,20.91204425,-159.0728133,268.911162,23604.75335,23710.3482,23709.28339,23604.75335,-326.30781,23752.31348,23650.96978,-23.16752557,-88.87162655
23438.80107,23516.37044,23259.89421,23364.38274,139672.2394,-1,-7.779733701,-168.3432375,268.0229526,23533.79191,23677.39911,23657.89934,23533.79191,-390.56242,23699.04092,23677.5708,-30.05034443,-89.01105589
23335.13301,23410.97366,23165.71253,23272.20603,132318.9681,-1,-37.52351684,-166.4945662,266.3971081,23452.76887,23638.80929,23601.05121,23452.76887,-446.9839,23644.11856,23699.07352,-36.11365494,-89.09521222
23241.88458,23316.49821,23083.116,23190.57218,125078.7997,-1,-66.91153421,-156.3625464,264.0389011,23366.43725,23596.12004,23539.02604,23366.43725,-486.74907,23586.8143,23714.12578,-40.99196232,-89.22084417
23158.47017,23232.63725,23010.94262,23119.36835,118341.0606,-1,-94.85388714,-143.5986253,261.0143103,23280.92181,23550.71512,23472.52412,23280.92181,-502.86195,23526.70439,23722.31656,-44.94113506,-89.42782301
23080.06398,23154.73351,22943.85638,23054.54058,112093.4161,-1,-120.8365341,-132.8536478,257.4330832,23200.21398,23503.4604,23402.48366,23200.21398,-492.40497,23463.68078,23724.12424,-48.3316229,-89.59479859
23017.73117,23094.51016,22892.95933,23006.43986,107225.5507,-1,-143.6533487,-122.5505801,253.4414937,23128.6254,23456.12511,23331.20866,23128.6254,-451.63987,23398.85181,23720.16765,-50.75474078,-89.607787
22977.925,23058.91873,22864.41588,22981.3287,104521.5586,-1,-161.8958646,-109.9400808,249.2315905,23070.44993,23410.90641,23261.6094,23070.44993,-383.05404,23334.38377,23710.93934,-52.01980227,-89.36960679
22958.34846,23045.29457,22855.63148,22976.17121,103781.0991,-1,-174.7548907,-97.39007748,244.9766976,23027.56974,23369.50305,23197.00349,23027.56974,-296.03482,23272.46554,23696.31762,-52.29088688,-88.8723161
22961.07116,23055.19813,22868.75118,22991.34976,104763.2999,1,-181.627293,-83.61127141,240.7960014,23001.96602,23333.48845,23141.44391,23001.96602,-199.22242,23215.30125,23675.65875,-49.61180941,-87.06817291
22956.75319,23057.96298,22872.02867,23000.00685,106749.0602,1,-184.251233,-73.48692259,236.8773091,22991.05928,23301.7283,23095.63663,22991.05928,-119.3615,23163.4493,23648.22527,-48.01248693,-85.66619175
22919.78085,23026.83853,22838.06139,22978.41067,108863.9257,-1,-185.9300695,-74.69363952,233.4415828,22985.45344,23270.93615,23057.03942,22985.45344,-76.12991,23116.07139,23613.48025,-49.46380433,-85.47386613
22869.75847,22981.38585,22787.482,22943.05617,111611.7237,-1,-187.946838,-83.07217236,230.617459,22977.79893,23239.70948,23024.12443,22977.79893,-63.38369,23073.15276,23572.3731,-51.8343755,-83.34495294
22823.16563,22937.90921,22737.28459,22908.0771,115678.2886,-1,-190.1754362,-94.95740763,228.8427534,22964.18011,23208.12545,22995.87492,22964.18011,-73.2516,23035.12729,23527.29178,-54.12711519,-80.70266748
22832.59847,22950.7595,22745.11046,22918.78948,121320.8771,1,-188.8996986,-89.00773417,227.1860595,22949.66805,23180.56964,22975.81704,22949.66805,-57.38173,23005.67591,23481.81631,-51.74482946,-76.70283833
22947.89175,23071.30761,22865.41803,23018.17532,128912.8403,1,-177.8192708,-16.28596272,225.6648824,22953.30175,23165.10351,22972.18051,22953.30175,26.82556,22991.3095,23440.22741,-31.44541676,-58.30558302
23123.7065,23252.57524,23048.95196,23166.61991,137876.3695,1,-155.2698599,138.3119569,226.2888137,22990.9436,23165.24793,22988.19852,22990.9436,166.61306,22995.24713,23405.1578,-8.16984651,-25.87616983
23304.44707,23437.6084,23236.07475,23315.69066,147119.8173,1,-123.9418016,239.3154073,229.4816477,23065.47049,23179.57581,23021.63471,23065.47049,337.27999,23017.00964,23377.18219,9.215365022,-17.40876695
23414.27473,23546.8608,23342.87709,23399.12933,156702.6418,1,-91.32850822,219.9406753,229.6022543,23163.68094,23200.48567,23063.93052,23163.68094,456.07316,23049.73376,23354.40256,17.23374597,-18.2480004
23376.66682,23500.22203,23284.88906,23350.45419,166574.488,-1,-68.61891904,140.3682486,228.5830197,23250.01388,23214.76839,23099.84097,23250.01388,442.37709,23080.49422,23332.62924,11.07066026,-24.26042262
23224.65325,23334.12855,23101.14037,23198.72916,175557.2588,-1,-62.14794508,57.41754053,230.0637912,23286.12465,23213.24084,23119.7132,23286.12465,279.93968,23099.04072,23308.21107,-5.5901976,-43.0017132
23013.74573,23108.41098,22855.29975,22992.50035,182784.1016,-1,-72.82115608,-33.68175478,238.1613354,23251.30074,23192.21794,23121.12217,23251.30074,-25.67497,23099.1366,23278.68698,-22.58768886,-68.47538788
22801.6695,22885.61659,22614.23653,22783.91715,186643.5282,-1,-96.99260337,-111.4046304,248.1686557,23144.94604,23153.33215,23105.20826,23144.94604,-382.70276,23081.12912,23243.4613,-35.27951647,-81.80611148
22650.65338,22733.05942,22449.79801,22628.92059,185444.8378,-1,-127.1894161,-145.5691275,254.307976,22990.90429,23103.38819,23077.29261,22990.90429,-686.77007,23052.00495,23204.06453,-42.7861119,-83.67253163
22544.6641,22632.84345,22342.87827,22513.55017,180667.1308,-1,-158.601774,-151.5642504,256.8549191,22823.52348,23047.21314,23036.76868,22823.52348,-885.57916,23016.21278,23161.70328,-47.65298761,-85.82438734
22452.01899,22549.45744,22255.63257,22410.81408,174259.8367,-1,-189.6006396,-143.7970572,259.4956299,22665.94047,22986.60371,22976.03256,22665.94047,-939.64011,22974.7742,23116.89891,-51.6011674,-87.98186824
22342.88319,22450.78617,22153.57758,22293.12573,167071.5076,-1,-221.1150535,-137.0389194,262.1894128,22526.06554,22920.55818,22888.68314,22526.06554,-905.60343,22922.63555,23069.36344,-55.72115952,-89.9842223
22185.68654,22302.61757,21999.88327,22131.06499,161010.2964,-1,-256.2139262,-136.1324469,265.0854762,22395.49511,22845.36836,22770.22057,22395.49511,-861.43536,22848.70969,23017.82156,-60.6842997,-91.52012764
22008.8525,22132.6769,21824.1818,21953.58878,155371.7807,-1,-294.9508726,-133.154453,268.1861636,22260.42875,22760.43697,22625.66652,22260.42875,-830.32837,22747.62377,22962.20018,-65.27472578,-92.48803869
21851.75853,21980.53692,21668.78125,21799.67125,149009.0559,-1,-334.21739,-128.4925627,271.2982712,22117.65297,22668.93547,22470.58822,22117.65297,-829.24934,22621.28881,22903.9577,-68.68912862,-93.03064665
21751.3971,21882.82744,21572.46106,21704.35046,146817.6945,-1,-368.7769479,-121.1843106,274.0888504,21976.36024,22577.07023,22321.15035,21976.36024,-809.19971,22480.05724,22845.50006,-70.61604786,-93.32002546
21743.8747,21875.27044,21573.10941,21702.63742,150730.3733,-1,-391.7875912,-106.9624043,276.0940061,21858.26258,22493.79092,22192.16406,21858.26258,-708.17666,22342.73918,22790.10855,-70.65100422,-93.40678803
21813.29843,21941.80777,21653.30254,21778.33782,162782.5648,1,-399.3122787,-85.88466837,276.9805221,21787.71715,22425.65253,22091.60613,21787.71715,-514.78791,22224.37323,22740.31294,-61.50727422,-89.32042078
21928.93439,22052.29262,21780.29816,21898.9974,185135.4777,1,-391.0318562,-59.54382092,276.7643991,21776.79887,22375.4949,22018.61381,21776.79887,-232.06759,22133.24799,22697.26045,-47.90401922,-81.46436022
22060.90201,22175.9932,21921.59711,22040.73294,200961.1007,1,-368.7816034,-27.98025715,276.7809277,21825.01121,22343.6128,21971.33209,21825.01121,87.14416,22071.31597,22661.30594,-33.66233262,-69.51255546
22179.20931,22281.96313,22044.47073,22178.37487,198260.6439,1,-336.1664468,8.628415179,274.2415893,21919.81609,22327.87586,21948.08817,21919.81609,378.70362,22033.77049,22632.10041,-21.433714,-53.85818388
22278.65987,22368.23928,22145.61789,22300.09112,167901.1028,1,-297.0727464,47.56223075,270.5544322,22039.30683,22325.22969,21948.7847,22039.30683,595.74066,22015.98224,22608.55545,-11.70153683,-37.30561019
22358.43772,22437.26432,22226.49843,22399.39501,139987.4229,1,-255.1366566,81.03091401,266.283822,22163.51827,22332.29306,21975.61771,22163.51827,696.75759,22015.03065,22589.15766,-4.35336082,-22.01549575
22435.30509,22507.44888,22305.5013,22478.38183,195742.9304,1,-213.0722626,107.0547981,261.6883762,22279.39515,22346.20627,22028.09701,22279.39515,700.04401,22030.46866,22572.56469,1.213265675,-7.274910271
22522.55605,22595.11738,22398.66843,22536.4229,185221.3112,1,-173.0575978,124.5528868,257.0284172,22378.53315,22364.32214,22101.77218,22378.53315,637.4255,22064.24848,22557.40046,5.214491384,-5.739414
22600.25523,22677.79427,22483.04176,22564.67331,74823.17214,1,-137.4813166,126.8446679,252.5801381,22455.79283,22383.40321,22187.80446,22455.79283,523.94037,22115.17219,22542.88934,7.185036792,-10.23410488
22653.97862,22735.73561,22539.38189,22563.29847,827622.8839,-1,-108.151097,112.8008082,248.5639654,22508.4343,22400.53609,22273.87057,22508.4343,384.9236,22178.8078,22529.05227,7.068377909,-14.82342582
22631.12447,22722.09254,22517.97856,22498.28897,97938.27159,-1,-89.1250321,89.80034505,245.3889664,22528.2131,22409.84589,22345.86568,22528.2131,198.19785,22244.96934,22514.22669,1.445903152,-20.41191738
22485.20306,22593.54285,22373.32161,22342.06435,207507.4666,-1,-85.66526398,50.12215729,243.5912717,22500.9496,22403.3905,22390.17238,22500.9496,-57.33066,22298.25492,22495.3596,-10.69126979,-33.84164641
22262.95442,22391.54269,22150.74182,22135.42808,193228.399,-1,-98.46218213,-9.162392736,243.3919573,22420.75064,22377.87027,22399.64189,22420.75064,-342.95375,22328.01244,22469.24755,-23.69525157,-51.6337521
22019.01084,22169.06589,21907.10465,21921.73225,203259.2346,-1,-124.4131423,-84.70350665,244.7183346,22292.16242,22334.42855,22373.97763,22292.16242,-614.69065,22329.90701,22432.69945,-34.34257531,-75.20126487
21840.81423,21992.86642,21716.49047,21775.75799,193132.17,-1,-154.9719478,-138.8777053,246.9795928,22134.65433,22281.22183,22321.54432,22134.65433,-788.91532,22307.82576,22386.33739,-40.45481608,-94.1851555
21815.32399,21931.08,21654.19141,21771.17173,166879.6256,-1,-177.5138253,-143.3921153,249.1159498,21989.23088,22232.64563,22258.72199,21989.23088,-792.12674,22273.89217,22334.85342,-40.64178289,-89.18395383
21904.79693,21963.35796,21696.29148,21874.3608,142561.3172,1,-184.9202842,-113.6403665,250.3981305,21895.69017,22198.52327,22198.31988,21895.69017,-623.92817,22238.41464,22284.02781,-30.69810836,-79.64305204
22051.07151,22049.64925,21798.08384,22033.19321,140392.2958,1,-175.94532,-72.74042266,250.4815076,21875.2432,22182.77755,22147.99692,21875.2432,-308.87114,22207.89782,22240.11911,-16.98734789,-64.95734525
22181.52308,22149.81939,21913.15178,22184.86,149669.1115,1,-154.8098027,-36.56317308,249.4948006,21927.86875,22182.97588,22110.01558,21927.86875,49.43192,22183.43767,22206.32347,-5.595984687,-50.93417449
22216.5668,22218.47735,21987.90222,22260.237,149817.0997,1,-130.4734425,-15.2382392,248.1433956,22024.76455,22190.33408,22079.70944,22024.76455,338.50475,22160.42218,22181.91469,-0.365358537,-43.96478757
22191.73063,22267.6373,22039.56413,22282.56489,145921.0742,1,-108.1384745,-0.771505063,246.7098081,22127.04318,22199.11797,22058.13703,22127.04318,506.8069,22136.91315,22165.20295,1.195899772,-41.90034212
22159.42388,22317.42949,22093.82639,22290.48985,147008.0356,1,-88.77503012,15.78063855,245.0593289,22210.26899,22207.82005,22052.97958,22210.26899,519.31812,22114.17909,22153.92192,1.779916517,-41.16759722
22159.91046,22383.95582,22164.18281,22312.45899,148745.8259,1,-70.84003513,40.8840325,243.2531633,22266.12215,22217.78566,22070.68267,22266.12215,438.09819,22098.69326,22147.21888,3.483072718,-39.13632194
22245.36486,22487.93247,22275.32839,22385.09083,147131.7379,1,-50.1871141,82.64248264,241.063943,22306.16831,22233.71949,22117.01853,22306.16831,351.89762,22102.2788,22146.36144,9.095347977,-31.55738865
22361.92796,22592.09146,22376.91484,22468.90301,145538.5457,1,-26.74824577,122.201523,239.2148485,22347.90151,22256.11792,22186.33303,22347.90151,284.04301,22130.06838,22152.22068,15.22147643,-13.26871229
22430.6753,22647.36682,22405.15559,22504.99009,146739.1891,1,-5.200895313,130.7339948,239.4288758,22392.38655,22279.82003,22259.71487,22392.38655,244.75309,22178.6732,22164.68485,17.79040362,-14.33550696
22451.102,22637.85962,22375.62905,22484.41659,154890.5823,-1,10.09901055,107.332437,241.0575682,22431.1719,22299.30542,22320.72045,22431.1719,201.8517,22237.72808,22182.37911,15.63905106,-16.40699401
22394.39229,22539.77974,22266.65936,22387.77225,175033.6446,-1,14.26150784,65.76540506,243.3477691,22446.23455,22307.73083,22356.17835,22446.23455,97.2824,22289.11146,22201.98248,5.858149212,-26.13783702
22264.86134,22357.96726,22089.80047,22213.88452,202521.3087,-1,3.488813497,1.108202762,247.2494841,22411.99329,22298.79309,22359.0808,22411.99329,-98.57447,22317.4051,22218.96695,-9.047951866,-43.64609672
22119.32597,22124.89303,21930.96795,21992.16338,230051.0695,-1,-22.67824667,-87.5658327,249.7971331,22316.64537,22269.59026,22332.27344,22316.64537,-392.92745,22313.98595,22228.61781,-23.7847886,-68.89080312
