,0
0,0.0
1,0.8159757330637007
2,0.8159757330637007
3,0.8169868554095046
4,0.8169868554095046
5,0.8169868554095046
6,0.8169868554095046
7,0.8169868554095046
8,0.8169868554095046
9,0.8179979777553084
10,0.8179979777553084
11,0.8179979777553084
12,0.8179979777553084
13,0.8179979777553084
14,0.8179979777553084
15,0.8179979777553084
16,0.8179979777553084
17,0.8179979777553084
18,0.8179979777553084
19,0.8179979777553084
20,0.8179979777553084
21,0.8179979777553084
22,0.8179979777553084
23,0.8179979777553084
24,0.8179979777553084
25,0.8179979777553084
26,0.8179979777553084
27,0.8179979777553084
28,0.8179979777553084
29,0.8179979777553084
30,0.8179979777553084
31,0.8179979777553084
32,0.8179979777553084
33,0.8179979777553084
34,0.8179979777553084
35,0.8179979777553084
36,0.8179979777553084
37,0.8179979777553084
38,0.8179979777553084
39,0.8179979777553084
40,0.8179979777553084
41,0.8179979777553084
42,0.8179979777553084
43,0.8179979777553084
44,0.8179979777553084
45,0.8179979777553084
46,0.8179979777553084
47,0.8179979777553084
48,0.8179979777553084
49,0.8179979777553084
50,0.8179979777553084
