,0
0,0.8285714285714286
1,0.8285714285714286
2,0.8476190476190476
3,0.8476190476190476
4,0.8476190476190476
5,0.8476190476190476
6,0.8523809523809524
7,0.8523809523809524
8,0.8523809523809524
9,0.8523809523809524
10,0.8523809523809524
11,0.8523809523809524
12,0.8523809523809524
13,0.8523809523809524
14,0.8523809523809524
15,0.8523809523809524
16,0.8523809523809524
17,0.8523809523809524
18,0.8523809523809524
19,0.8523809523809524
20,0.8523809523809524
21,0.8523809523809524
22,0.8523809523809524
23,0.8523809523809524
24,0.8523809523809524
25,0.8523809523809524
26,0.8523809523809524
27,0.8523809523809524
28,0.8523809523809524
29,0.8523809523809524
30,0.8523809523809524
31,0.8523809523809524
32,0.8523809523809524
33,0.8523809523809524
34,0.8523809523809524
35,0.8523809523809524
36,0.8523809523809524
37,0.8523809523809524
38,0.8523809523809524
39,0.8523809523809524
40,0.8523809523809524
41,0.8523809523809524
42,0.8523809523809524
43,0.8523809523809524
44,0.8523809523809524
45,0.8523809523809524
46,0.8523809523809524
47,0.8523809523809524
48,0.8523809523809524
49,0.8523809523809524
50,0.8523809523809524
51,0.8523809523809524
52,0.8523809523809524
53,0.8523809523809524
54,0.8523809523809524
55,0.8523809523809524
56,0.8523809523809524
57,0.8523809523809524
58,0.8523809523809524
59,0.8523809523809524
60,0.8523809523809524
61,0.8523809523809524
62,0.8523809523809524
63,0.8523809523809524
64,0.8523809523809524
65,0.8523809523809524
66,0.8523809523809524
67,0.8523809523809524
68,0.8523809523809524
69,0.8523809523809524
70,0.8523809523809524
71,0.8523809523809524
72,0.8523809523809524
73,0.8523809523809524
74,0.8523809523809524
75,0.8523809523809524
76,0.8523809523809524
77,0.8523809523809524
78,0.8523809523809524
79,0.8523809523809524
80,0.8523809523809524
81,0.8523809523809524
82,0.8523809523809524
83,0.8523809523809524
84,0.8523809523809524
85,0.8523809523809524
86,0.8523809523809524
87,0.8523809523809524
88,0.8523809523809524
89,0.8523809523809524
90,0.8523809523809524
91,0.8523809523809524
92,0.8523809523809524
93,0.8523809523809524
94,0.8523809523809524
95,0.8523809523809524
96,0.8523809523809524
97,0.8523809523809524
98,0.8523809523809524
99,0.8523809523809524
100,0.8523809523809524
101,0.8761904761904762
102,0.8761904761904762
103,0.8761904761904762
104,0.8761904761904762
105,0.8761904761904762
106,0.8761904761904762
107,0.8761904761904762
108,0.8761904761904762
109,0.8761904761904762
110,0.8761904761904762
111,0.8857142857142857
112,0.8857142857142857
113,0.8857142857142857
114,0.8857142857142857
115,0.8857142857142857
116,0.8857142857142857
117,0.8857142857142857
118,0.8857142857142857
119,0.8857142857142857
120,0.8857142857142857
121,0.8857142857142857
122,0.8857142857142857
123,0.8857142857142857
124,0.8857142857142857
125,0.8857142857142857
126,0.8857142857142857
127,0.8857142857142857
128,0.8857142857142857
129,0.8857142857142857
130,0.8857142857142857
131,0.8857142857142857
132,0.8857142857142857
133,0.8857142857142857
134,0.8857142857142857
135,0.8857142857142857
136,0.8857142857142857
137,0.8857142857142857
138,0.8857142857142857
139,0.8857142857142857
140,0.8857142857142857
141,0.8857142857142857
142,0.8857142857142857
143,0.8857142857142857
144,0.8857142857142857
145,0.8857142857142857
146,0.8857142857142857
147,0.8857142857142857
148,0.8857142857142857
149,0.8857142857142857
150,0.8857142857142857
151,0.8857142857142857
152,0.8857142857142857
153,0.8857142857142857
154,0.8857142857142857
155,0.8857142857142857
156,0.8857142857142857
157,0.8857142857142857
158,0.8857142857142857
159,0.8857142857142857
160,0.8857142857142857
161,0.8857142857142857
162,0.8857142857142857
163,0.8857142857142857
164,0.8857142857142857
165,0.8857142857142857
166,0.8857142857142857
167,0.8857142857142857
168,0.8857142857142857
169,0.8857142857142857
170,0.8857142857142857
171,0.8857142857142857
172,0.8857142857142857
173,0.8857142857142857
174,0.8857142857142857
175,0.8857142857142857
176,0.8857142857142857
177,0.8857142857142857
178,0.8857142857142857
179,0.8857142857142857
180,0.8857142857142857
181,0.8857142857142857
182,0.8857142857142857
183,0.8857142857142857
184,0.8857142857142857
185,0.8857142857142857
186,0.8857142857142857
187,0.8857142857142857
188,0.8857142857142857
189,0.8857142857142857
190,0.8857142857142857
191,0.8857142857142857
192,0.8857142857142857
193,0.8857142857142857
194,0.8857142857142857
195,0.8857142857142857
196,0.8857142857142857
197,0.8857142857142857
198,0.8857142857142857
199,0.8857142857142857
