,0
0,0
1,1
2,2
3,5
4,9
5,10
6,11
7,12
8,13
9,14
10,15
11,16
12,17
13,19
14,21
15,22
16,23
17,24
18,25
19,26
20,28
21,33
22,35
23,36
24,37
25,39
26,40
27,41
28,42
29,43
30,44
31,45
32,46
33,48
34,50
35,52
36,53
37,54
38,56
39,57
40,58
41,61
42,62
43,65
44,68
45,69
46,72
47,74
48,77
49,78
