Open,High,Low,Close,Volume,trend
22252.24721,22406.54717,22106.69129,22261.45666,158960.9519,1
22275.72183,22422.19384,22121.66193,22269.44354,169587.2519,1
22259.60462,22396.03929,22095.79471,22235.04025,178941.7809,-1
22215.60244,22340.68653,22041.23275,22171.05273,189719.2049,-1
22159.69834,22273.45516,21974.44859,22094.97916,204910.6098,-1
22084.07488,22187.83766,21888.05069,22000.88989,222162.568,-1
21976.66264,22072.42994,21770.47848,21877.9451,237894.7014,-1
21840.6231,21932.92303,21625.36954,21732.19551,249623.5213,-1
21675.11308,21770.63949,21452.12248,21565.44695,254745.4153,-1
21487.69376,21592.12888,21259.10978,21384.1659,254109.2764,-1
21295.06871,21412.52208,21063.65817,21203.12671,249801.8809,-1
21079.79945,21211.25142,20847.69165,21002.5271,242652.0694,-1
20830.01306,20973.44391,20599.4593,20767.87257,233734.1424,-1
20572.17718,20725.5429,20344.39814,20525.2338,223786.8343,-1
20326.55046,20487.82916,20100.96781,20294.88437,213127.5983,-1
20155.31599,20325.42562,19935.6115,20139.38558,202745.5086,-1
20116.71294,20299.15329,19908.95009,20117.28001,193655.083,-1
20169.45317,20364.61582,19977.90385,20185.78873,185813.2467,1
20262.19232,20467.71519,20091.28356,20292.20492,178784.2644,1
20317.94939,20524.79401,20158.07392,20356.97995,172616.7416,1
20257.03553,20449.78275,20086.93533,20298.09628,167259.1247,-1
20118.75222,20287.57183,19926.49489,20156.59223,162078.595,-1
19964.53942,20106.72247,19746.17304,19996.20317,156543.7092,-1
19853.02366,19974.34518,19631.76505,19878.65945,150101.0685,-1
19847.85606,19963.06453,19672.52535,19870.90916,142091.6531,-1
19924.00403,20044.36573,19823.32503,19946.78261,133092.6318,1
20034.05501,20164.24733,20013.08493,20056.81116,124349.8461,1
20147.14125,20287.59683,20173.40727,20168.52469,115793.8502,1
20228.50259,20374.594,20231.48926,20245.30322,107446.9626,1
20285.91802,20433.30263,20217.25757,20295.82328,100981.8866,1
20340.36287,20487.0296,20184.34791,20342.73467,97851.69903,1
20399.70752,20543.18269,20173.91287,20394.59345,99776.62229,1
20473.20643,20610.82672,20231.06583,20461.47626,108560.1797,1
20555.66668,20685.15929,20337.49132,20538.18325,122785.2238,1
20637.28989,20756.55343,20457.98216,20614.39829,139756.0814,1
20713.36664,20821.2703,20571.54887,20685.73658,158710.6005,1
20778.83337,20875.49278,20654.39058,20747.47036,178537.0671,1
20836.93638,20922.65849,20713.86563,20802.33729,196738.1643,1
20893.40833,20968.43815,20767.32438,20855.57532,211416.831,1
20949.51603,21014.77931,20819.30775,20908.10463,219462.3358,1
21007.36273,21064.30265,20875.96436,20961.54973,217786.3889,1
21065.51163,21115.73861,20934.82346,21014.92325,208052.1915,1
21119.00958,21164.50721,20987.77288,21064.28841,193398.8818,1
21170.92288,21213.06518,21037.32731,21112.47741,175410.4677,1
21224.37664,21263.83208,21086.21799,21162.43706,156245.042,1
21270.51106,21309.04149,21127.30642,21206.75876,137897.6883,1
21300.83722,21341.33309,21154.30931,21238.23017,121501.1508,1
21307.26623,21353.6179,21160.92364,21250.27401,110041.1576,1
21280.80082,21337.97204,21139.94843,21235.47979,106379.5069,-1
21229.62143,21301.43272,21098.49367,21200.62646,109407.1018,-1
21169.52719,21257.76916,21050.14363,21158.96931,117075.9606,-1
21103.06707,21208.88816,20996.74854,21112.22574,127745.1743,-1
21034.44955,21158.11625,20941.5155,21063.44709,139255.3502,-1
20979.82012,21119.85904,20898.92175,21026.58424,151010.5665,-1
20951.99069,21105.63101,20880.64389,21012.83972,163130.5417,-1
20970.18192,21132.37605,20903.69074,21038.61306,174192.7904,1
21053.59478,21217.08649,20985.07891,21120.34932,182921.8021,1
21189.62538,21348.22684,21113.38454,21246.89155,189449.2594,1
21355.25326,21504.73563,21267.74532,21397.88423,193959.3387,1
21539.33832,21676.79197,21438.23547,21563.7885,197308.9019,1
21727.00156,21851.25643,21611.60115,21731.85349,200582.1395,1
21902.06441,22012.8115,21772.90179,21887.36609,203013.5068,1
22054.09779,22151.30452,21912.32293,22020.60596,203568.2286,1
22160.52057,22245.76309,22009.22735,22111.36276,201798.9387,1
22199.5819,22275.92736,22043.70196,22140.13598,197163.9055,1
22178.98816,22249.30906,22022.78134,22114.07201,190232.0663,-1
22114.06953,22180.85985,21960.5896,22047.40906,182202.0531,-1
22015.87048,22080.8044,21867.04012,21950.05338,173134.2044,-1
21899.25861,21962.92755,21755.53029,21835.32263,163172.1561,-1
21770.33912,21833.96457,21631.98075,21709.49009,153720.6493,-1
21630.25318,21696.01155,21497.80581,21574.4221,146033.813,-1
21490.92101,21561.15644,21364.20309,21441.44715,141644.4594,-1
21363.58767,21440.88866,21241.80339,21321.28743,142122.7133,-1
21246.84619,21333.4203,21129.11552,21212.56767,146693.8859,-1
21137.53427,21234.63204,21022.77301,21111.80663,153698.9325,-1
21030.69944,21139.66029,20918.288,21014.49484,162606.956,-1
20919.62284,21041.88055,20809.51903,20914.56995,172642.3216,-1
20807.35197,20942.74234,20698.72832,20813.4488,182351.1392,-1
20699.44817,20846.13754,20590.5775,20714.55801,190629.5569,-1
20596.48782,20751.31605,20485.01442,20617.84439,195732.5098,-1
20499.46347,20657.87034,20382.36439,20523.5907,195891.1491,-1
20408.75951,20566.50872,20283.54352,20431.62925,191871.6704,-1
20322.67316,20477.025,20187.98532,20341.2089,185345.4639,-1
20243.23361,20391.37263,20098.01926,20253.43914,176872.3231,-1
20173.20277,20312.13685,20016.75909,20169.34646,167285.622,-1
20107.22075,20236.83312,19940.17642,20088.77277,158036.3787,-1
20039.51271,20162.53644,19863.69076,20011.8662,150180.068,-1
19969.18877,20089.4486,19787.46015,19936.97789,145467.3927,-1
19892.70328,20016.14267,19709.20172,19862.67242,145682.4834,-1
19813.76085,19944.88567,19632.11085,19790.85304,149915.8569,-1
19741.08683,19880.42923,19563.51846,19723.17513,156290.7486,-1
19662.13015,19815.22366,19491.76975,19663.22918,164198.1507,-1
19569.19942,19744.82115,19409.52984,19615.12714,172736.2708,-1
19474.29801,19674.97879,19327.04035,19575.842,180262.444,-1
19384.03098,19608.02304,19249.7092,19541.28303,185593.7279,-1
19340.0977,19569.28604,19214.92903,19510.32998,186715.3035,-1
19380.23579,19581.21348,19256.37886,19480.93488,181600.5481,-1
19474.7644,19626.26771,19347.13935,19455.49409,171404.4084,-1
19591.4697,19687.0462,19458.5132,19439.97653,158363.7523,-1
19667.3799,19722.48616,19532.64964,19431.77669,143400.0615,-1
19639.38094,19691.95703,19511.66351,19428.42746,127795.7229,-1
19548.05893,19625.59258,19433.75765,19439.45136,113323.6267,1
19449.64851,19562.88465,19351.26917,19473.51332,101196.7691,1
19407.38446,19550.52899,19323.21915,19540.30256,93707.3615,1
19487.02205,19636.40454,19411.02708,19650.02664,93115.62549,1
19659.79748,19798.11228,19587.13015,19793.00308,98340.8599,1
19873.77669,19995.79436,19801.81988,19951.81005,107264.6683,1
20084.85321,20194.41964,20014.09842,20120.55737,118807.5217,1
20246.51994,20357.2961,20180.4977,20291.27503,131491.6572,1
20361.90344,20483.42669,20302.01196,20448.67859,143872.9402,1
20445.90535,20580.21472,20390.96791,20581.21483,155078.3144,1
20519.19172,20662.40042,20463.79382,20669.8964,163099.694,1
20601.79012,20743.85282,20536.39527,20696.16827,165974.6426,1
20674.34412,20808.39739,20592.63891,20668.90241,164452.0483,-1
20718.33391,20842.61254,20618.19979,20605.40688,160057.5982,-1
20694.74125,20812.04545,20579.05509,20515.49846,153663.571,-1
20566.1689,20684.33104,20443.24651,20412.30171,146471.9452,-1
20374.64628,20498.41967,20250.29427,20306.84688,139386.8077,-1
20172.67309,20301.94219,20048.50424,20205.75881,132852.3609,-1
20014.34418,20146.73575,19889.93891,20124.73911,128205.558,-1
19959.26444,20089.21353,19831.23096,20079.04534,126750.9808,-1
19986.46742,20109.94964,19852.84592,20065.56977,127967.4883,-1
20050.30664,20167.17517,19912.6139,20076.20289,130824.286,1
20141.70088,20249.13454,19999.15422,20105.87896,134724.9119,1
20242.24508,20335.92388,20092.69229,20147.25983,138850.5942,1
20339.31785,20418.20689,20183.182,20196.29892,142577.8132,1
20436.52854,20501.23681,20275.33932,20251.67253,145607.6067,1
20490.53317,20551.65419,20333.88377,20306.98738,147034.1001,1
20461.78305,20539.13134,20326.70187,20355.65579,145974.1939,1
20382.93853,20488.61052,20279.59516,20399.9094,142857.0965,1
20291.79777,20428.92089,20222.38196,20444.78512,138487.4171,1
20248.20257,20405.52407,20202.68471,20491.25539,133316.4132,1
20314.02699,20465.68557,20269.95551,20541.26022,127959.2421,1
20462.12389,20589.83606,20402.8976,20599.06128,122935.0893,1
20647.72152,20744.75849,20566.03342,20667.06943,118516.4864,1
20827.4752,20899.08676,20725.44499,20750.80999,115461.3798,1
20953.98337,21018.3337,20843.99793,20855.8673,114503.0519,1
21040.24911,21110.87693,20931.24885,20975.72378,115291.7568,1
21112.80812,21194.56329,21007.11542,21099.94127,117192.4278,1
21191.34401,21282.79661,21086.61432,21223.43123,119797.3967,1
21297.46885,21390.09545,21186.16257,21339.69439,122557.2858,1
21414.58761,21502.78686,21291.81056,21441.05455,125159.7724,1
21517.66701,21601.45174,21383.23078,21522.54336,127505.3804,1
21587.80695,21669.95676,21444.39898,21573.62016,129037.2664,1
21605.52123,21691.94608,21458.91471,21584.44717,129236.5079,1
21578.56514,21673.76554,21433.54566,21559.85076,128322.2823,-1
21523.14189,21628.42307,21382.16284,21508.24405,126639.2642,-1
21448.52099,21564.37566,21312.98944,21437.0337,124568.3685,-1
21366.20902,21492.1105,21236.24901,21355.63672,122599.1063,-1
21278.66096,21413.03851,21154.39704,21267.09775,120699.5351,-1
21184.39465,21325.28247,21066.50371,21172.04818,118680.7058,-1
21089.49223,21233.49613,20978.28056,21076.72347,116724.1873,-1
20999.44208,21141.75147,20894.89625,20986.73781,114960.5918,-1
20916.43818,21053.02521,20818.36211,20904.31154,113426.8231,-1
20843.35746,20971.59705,20751.23036,20832.05344,112282.4853,-1
20778.75694,20896.82404,20692.20809,20768.61738,111299.9316,-1
20720.57433,20827.72163,20639.42191,20712.07357,110212.3881,-1
20674.10831,20770.53166,20597.7168,20667.72057,109513.1913,-1
20644.84355,20731.29005,20572.12816,20641.01849,109741.947,-1
20638.11988,20716.71895,20567.47991,20637.306,111282.436,-1
20659.25731,20733.46606,20588.58319,20661.88446,114568.4443,1
20704.85435,20777.68786,20632.37275,20711.18545,119279.0072,1
20768.68657,20842.28481,20693.20029,20778.78305,124692.1872,1
20847.57652,20923.4229,20768.2693,20861.37026,130781.9197,1
20937.17329,21015.86027,20853.71308,20954.42309,137463.7783,1
21034.07958,21115.91853,20946.36255,21054.44259,143839.5969,1
21136.53239,21221.87202,21044.53351,21159.65663,149099.2816,1
21238.19273,21326.72799,21142.33928,21263.43344,152308.8252,1
21333.14292,21423.96379,21234.2564,21359.59484,152516.4795,1
21422.46456,21514.81497,21321.39275,21449.39327,150228.3205,1
21507.78,21601.12848,21405.40234,21534.58761,146608.5236,1
21592.88322,21687.09228,21489.77788,21619.3095,142035.3579,1
21682.62359,21778.0684,21579.01529,21708.85327,136928.4467,1
21773.08204,21869.89265,21669.52575,21798.85892,132666.4773,1
21858.87418,21956.75852,21756.27165,21883.30764,130415.7126,1
21938.45474,22037.10872,21838.0445,21960.66125,130965.9449,1
22009.47403,22108.52532,21912.85672,22028.49867,135527.5567,1
22074.07894,22173.1976,21982.34767,22088.9976,143283.4604,1
22138.00661,22237.13562,22051.47802,22148.43732,152363.7111,1
22198.81675,22297.65807,22117.47149,22203.91745,164721.7981,1
22254.3711,22352.36057,22177.73071,22252.71954,181306.455,1
22313.74744,22410.99331,22240.92968,22305.71101,199884.0728,1
22385.10318,22482.44263,22315.08129,22373.13682,219343.828,1
22478.30261,22577.0937,22409.19951,22465.81091,231854.0829,1
22604.07538,22706.27117,22533.24056,22595.58388,230298.6348,1
22753.43238,22860.66851,22678.70513,22753.21031,220060.7666,1
22910.8797,23023.88486,22830.63203,22921.26186,206902.6609,1
23072.71717,23192.29028,22986.1969,23096.78781,202235.4822,1
23231.88442,23358.92378,23139.48457,23273.85069,217633.4553,1
23378.90235,23512.83502,23280.27787,23437.88305,245151.5339,1
23508.67218,23647.63546,23402.3863,23578.44844,273884.5323,1
23598.38982,23739.71191,23483.2897,23671.0522,292576.7708,1
23630.02199,23769.64207,23504.84756,23694.20166,289137.5596,1
23612.81713,23748.06641,23476.78099,23659.67363,268738.959,-1
23559.21405,23689.96069,23412.97166,23587.04618,241250.9562,-1
23507.60975,23631.40696,23349.92112,23506.16535,212272.4411,-1
23491.78907,23605.34041,23319.84107,23445.05099,188429.073,-1
23506.4236,23608.36504,23320.43488,23410.11188,170537.9128,-1
23548.70956,23638.07498,23351.5641,23407.22638,156675.8863,-1
23565.38742,23651.81123,23365.16744,23410.90778,148474.2722,1
23508.93319,23610.66817,23318.8155,23399.77165,147282.8796,-1
23425.6876,23554.64126,23254.81041,23399.85737,152190.1031,1
23358.63695,23520.81455,23210.2146,23427.94565,161813.0359,1
23409.5163,23590.44002,23281.29604,23550.15047,174963.7626,1
23676.46293,23842.89321,23560.36957,23828.66096,189939.7592,1
24075.54256,24206.29086,23963.34685,24192.07068,204954.9149,1
24498.70573,24586.11491,24383.94384,24555.78241,218738.7673,1
24817.82543,24883.60111,24695.05792,24819.10446,228701.8454,1
24898.14994,24992.60087,24763.22251,24873.66045,232359.8972,1
24790.3585,24944.72913,24639.43977,24765.96726,230558.8566,-1
24589.97245,24811.28985,24420.00416,24579.39742,224990.0178,-1
24363.88324,24624.49066,24170.95326,24347.4132,216918.4336,-1
24191.0856,24427.81164,23970.7277,24136.0382,208027.1557,-1
24060.72377,24231.02682,23812.68706,23945.6262,198841.5747,-1
23932.42836,24024.53431,23660.71037,23694.50683,189309.4062,-1
23805.29886,23837.36858,23518.99473,23484.31241,180564.9226,-1
23674.29627,23696.77009,23387.69774,23509.52307,173650.2041,1
23545.10724,23596.11612,23270.03403,23580.70733,168384.9798,1
23432.71356,23526.42202,23175.99444,23392.85041,164438.5025,-1
23332.51376,23468.55362,23098.7582,23129.30649,161194.5173,-1
23238.11637,23399.34288,23028.98213,23076.18939,157865.7593,-1
23157.59738,23328.92116,22971.78563,23128.16319,154694.1136,1
23098.4621,23274.03423,22933.22786,23122.87058,152134.0397,-1
23067.20266,23242.5477,22916.0413,23098.76994,150265.3358,-1
23071.13399,23243.05425,22923.29568,23109.24122,149215.121,1
23103.53737,23270.21967,22951.01662,23136.34278,148768.186,1
23151.24233,23310.79251,22990.16032,23160.69319,148521.9044,1
23211.41217,23358.82875,23037.21024,23190.45122,148458.111,1
23280.50512,23410.84095,23090.47975,23232.68737,148528.8781,1
23344.21159,23451.1179,23135.17916,23275.21696,148401.1561,1
23391.29628,23467.30675,23158.70298,23306.08934,147817.8852,1
23409.22119,23467.7906,23164.08848,23311.51218,146287.4395,1
23382.52296,23437.99461,23137.1156,23277.15177,143338.95,-1
