,0,1,2,3,4,5,6,7,8
0,2.0,1.0,76.0,99.0,69.0,0.0,0.0,0.0,0.6133603238866396
1,1.0,1.0,38.0,60.0,0.0,0.0,0.0,0.0,0.44534412955465585
2,1.0,2.0,63.0,105.0,44.0,0.0,0.0,0.0,0.6305668016194332
3,2.0,2.0,71.0,82.0,89.0,56.0,0.0,0.0,0.645748987854251
4,1.0,2.0,32.0,39.0,55.0,0.0,0.0,0.0,0.5425101214574899
5,2.0,1.0,72.0,60.0,123.0,0.0,0.0,0.0,0.5334008097165992
6,2.0,1.0,55.0,47.0,77.0,0.0,0.0,0.0,0.6437246963562753
7,1.0,2.0,75.0,56.0,113.0,0.0,0.0,0.0,0.6518218623481782
8,2.0,1.0,83.0,89.0,66.0,0.0,0.0,0.0,0.5789473684210527
9,1.0,1.0,78.0,75.0,0.0,0.0,0.0,0.0,0.6518218623481782
10,2.0,2.0,67.0,110.0,126.0,97.0,0.0,0.0,0.6518218623481782
11,2.0,2.0,34.0,117.0,67.0,82.0,0.0,0.0,0.5910931174089069
12,1.0,2.0,33.0,71.0,50.0,0.0,0.0,0.0,0.652834008097166
13,1.0,2.0,42.0,87.0,106.0,0.0,0.0,0.0,0.5435222672064778
14,2.0,1.0,122.0,85.0,100.0,0.0,0.0,0.0,0.6062753036437247
15,2.0,1.0,108.0,87.0,115.0,0.0,0.0,0.0,0.6376518218623481
16,2.0,2.0,72.0,60.0,46.0,63.0,0.0,0.0,0.6497975708502024
17,1.0,1.0,95.0,88.0,0.0,0.0,0.0,0.0,0.5384615384615384
18,1.0,2.0,39.0,92.0,70.0,0.0,0.0,0.0,0.5364372469635628
19,1.0,1.0,55.0,89.0,0.0,0.0,0.0,0.0,0.5637651821862348
20,2.0,1.0,125.0,121.0,59.0,0.0,0.0,0.0,0.5657894736842105
21,1.0,2.0,52.0,97.0,48.0,0.0,0.0,0.0,0.6518218623481782
22,1.0,1.0,112.0,93.0,0.0,0.0,0.0,0.0,0.6477732793522267
23,2.0,1.0,53.0,101.0,123.0,0.0,0.0,0.0,0.6447368421052632
24,1.0,2.0,85.0,120.0,110.0,0.0,0.0,0.0,0.6356275303643725
25,1.0,2.0,107.0,92.0,61.0,0.0,0.0,0.0,0.6518218623481782
26,2.0,1.0,41.0,115.0,71.0,0.0,0.0,0.0,0.6295546558704453
27,1.0,1.0,118.0,55.0,0.0,0.0,0.0,0.0,0.6163967611336032
28,2.0,1.0,68.0,44.0,81.0,0.0,0.0,0.0,0.6497975708502024
29,2.0,1.0,76.0,42.0,43.0,0.0,0.0,0.0,0.6072874493927125
30,1.0,2.0,94.0,93.0,39.0,0.0,0.0,0.0,0.6093117408906883
31,1.0,1.0,109.0,65.0,0.0,0.0,0.0,0.0,0.6477732793522267
32,1.0,1.0,107.0,106.0,0.0,0.0,0.0,0.0,0.6336032388663968
33,2.0,1.0,113.0,57.0,124.0,0.0,0.0,0.0,0.6093117408906883
34,2.0,2.0,46.0,81.0,45.0,37.0,0.0,0.0,0.6022267206477733
35,1.0,2.0,75.0,107.0,51.0,0.0,0.0,0.0,0.4757085020242915
36,2.0,1.0,95.0,39.0,80.0,0.0,0.0,0.0,0.6032388663967612
37,1.0,2.0,92.0,72.0,53.0,0.0,0.0,0.0,0.6518218623481782
38,2.0,2.0,62.0,92.0,110.0,82.0,0.0,0.0,0.52834008097166
39,1.0,1.0,80.0,86.0,0.0,0.0,0.0,0.0,0.6467611336032388
40,2.0,2.0,54.0,104.0,108.0,58.0,0.0,0.0,0.5961538461538461
41,2.0,2.0,70.0,32.0,111.0,114.0,0.0,0.0,0.6174089068825911
42,1.0,1.0,68.0,69.0,0.0,0.0,0.0,0.0,0.6467611336032388
43,1.0,2.0,98.0,69.0,41.0,0.0,0.0,0.0,0.6508097165991903
44,2.0,1.0,72.0,104.0,59.0,0.0,0.0,0.0,0.6346153846153846
45,1.0,2.0,88.0,76.0,49.0,0.0,0.0,0.0,0.5425101214574899
46,1.0,2.0,94.0,108.0,69.0,0.0,0.0,0.0,0.6406882591093117
47,2.0,2.0,65.0,82.0,99.0,108.0,0.0,0.0,0.6346153846153846
48,1.0,1.0,68.0,65.0,0.0,0.0,0.0,0.0,0.5880566801619433
49,2.0,2.0,88.0,102.0,112.0,56.0,0.0,0.0,0.6518218623481782
50,1.0,1.0,68.0,39.0,0.0,0.0,0.0,0.0,0.597165991902834
51,1.0,2.0,85.0,120.0,110.0,0.0,0.0,0.0,0.6255060728744939
52,2.0,2.0,71.0,106.0,89.0,56.0,0.0,0.0,0.6508097165991903
53,2.0,2.0,71.0,82.0,89.0,56.0,0.0,0.0,0.6356275303643725
54,2.0,1.0,72.0,60.0,123.0,0.0,0.0,0.0,0.645748987854251
55,1.0,2.0,118.0,76.0,49.0,0.0,0.0,0.0,0.5587044534412956
56,1.0,2.0,52.0,97.0,48.0,0.0,0.0,0.0,0.590080971659919
57,1.0,2.0,62.0,39.0,110.0,0.0,0.0,0.0,0.6467611336032388
58,1.0,1.0,68.0,65.0,0.0,0.0,0.0,0.0,0.6437246963562753
59,2.0,1.0,70.0,32.0,111.0,0.0,0.0,0.0,0.6406882591093117
60,1.0,1.0,107.0,92.0,0.0,0.0,0.0,0.0,0.6356275303643725
61,2.0,2.0,71.0,82.0,89.0,56.0,0.0,0.0,0.6497975708502024
62,1.0,1.0,55.0,89.0,0.0,0.0,0.0,0.0,0.5759109311740891
63,1.0,2.0,52.0,97.0,49.0,0.0,0.0,0.0,0.6518218623481782
64,1.0,1.0,118.0,55.0,0.0,0.0,0.0,0.0,0.5607287449392713
65,2.0,1.0,68.0,44.0,81.0,0.0,0.0,0.0,0.5668016194331984
66,2.0,2.0,67.0,115.0,126.0,97.0,0.0,0.0,0.6163967611336032
67,1.0,1.0,55.0,89.0,0.0,0.0,0.0,0.0,0.5151821862348178
68,1.0,1.0,107.0,106.0,0.0,0.0,0.0,0.0,0.6447368421052632
69,1.0,2.0,83.0,72.0,66.0,0.0,0.0,0.0,0.6072874493927125
70,2.0,1.0,122.0,85.0,100.0,0.0,0.0,0.0,0.611336032388664
71,1.0,2.0,52.0,107.0,48.0,0.0,0.0,0.0,0.548582995951417
72,2.0,1.0,83.0,89.0,66.0,0.0,0.0,0.0,0.604251012145749
73,1.0,1.0,78.0,75.0,0.0,0.0,0.0,0.0,0.5091093117408907
74,1.0,2.0,33.0,71.0,50.0,0.0,0.0,0.0,0.6467611336032388
75,1.0,2.0,42.0,42.0,106.0,0.0,0.0,0.0,0.5617408906882592
76,2.0,2.0,62.0,92.0,110.0,82.0,0.0,0.0,0.6427125506072875
77,1.0,1.0,112.0,93.0,0.0,0.0,0.0,0.0,0.6396761133603239
78,2.0,1.0,76.0,42.0,43.0,0.0,0.0,0.0,0.5880566801619433
79,2.0,2.0,88.0,110.0,126.0,97.0,0.0,0.0,0.6518218623481782
80,2.0,1.0,53.0,101.0,123.0,0.0,0.0,0.0,0.6447368421052632
81,1.0,2.0,88.0,92.0,49.0,0.0,0.0,0.0,0.6518218623481782
82,1.0,1.0,78.0,75.0,0.0,0.0,0.0,0.0,0.6255060728744939
83,1.0,2.0,107.0,44.0,81.0,0.0,0.0,0.0,0.6447368421052632
84,1.0,2.0,98.0,69.0,41.0,0.0,0.0,0.0,0.6487854251012146
85,2.0,2.0,72.0,82.0,89.0,56.0,0.0,0.0,0.6062753036437247
86,1.0,2.0,94.0,108.0,69.0,0.0,0.0,0.0,0.5050607287449392
87,1.0,2.0,94.0,93.0,39.0,0.0,0.0,0.0,0.597165991902834
88,2.0,2.0,54.0,104.0,108.0,58.0,0.0,2.0,0.6325910931174089
89,2.0,2.0,85.0,120.0,110.0,56.0,0.0,0.0,0.6194331983805668
90,1.0,1.0,118.0,55.0,0.0,0.0,0.0,0.0,0.5688259109311741
91,2.0,2.0,113.0,60.0,46.0,63.0,0.0,0.0,0.5718623481781376
92,1.0,2.0,94.0,108.0,69.0,0.0,0.0,0.0,0.6052631578947368
93,2.0,1.0,95.0,39.0,80.0,0.0,0.0,0.0,0.6406882591093117
94,2.0,1.0,41.0,115.0,71.0,0.0,0.0,0.0,0.638663967611336
