,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
0,2004-08-19,105.21983341571375,109.03380906906364,102.53195451637136,105.96761095924998,41936057.65852729,0.0,1.0,50.15983861656346,52.191108953500574,48.12856827962632,50.32284179174975,44659000.0
1,2004-08-20,105.21727590346714,108.64179913391918,102.5599320798371,105.61254430307746,22998935.088845752,0.0,1.0,50.66138684790595,54.70888107483992,50.405597249921286,54.32268893670621,22834300.0
2,2004-08-23,105.22384435321824,108.20351534223938,102.61303578700132,105.2278792562844,17850933.226710215,0.0,1.0,55.55148210349533,56.91569329274692,54.693834627899655,54.869376508869536,18256100.0
3,2004-08-24,105.26249240356381,107.77717905556342,102.70508697834191,104.85913880996647,13536630.606339674,0.0,1.0,55.79222525453973,55.97278261782303,51.945350320142744,52.597363020888004,15247300.0
4,2004-08-25,105.27408060809509,107.3448713302193,102.78769343332289,104.50347568319526,10504588.774206014,0.0,1.0,52.54219271544033,54.167208984990026,52.10083027185893,53.16411252230503,9188600.0
5,2004-08-26,105.20710615718143,106.88291197935,102.82125676277238,104.15355146048887,8448481.659573086,0.0,1.0,52.63748687939541,54.1421315734229,52.49203789230607,54.12206964416921,7094800.0
6,2004-08-27,104.99366263735902,106.37849273505748,102.74588566215066,103.80876481973925,6340314.609683104,0.0,1.0,54.21736380812428,54.47816888842238,53.00863257058886,53.23934475700641,6211700.0
7,2004-08-30,104.56246939975897,105.81374074004529,102.49948775166688,103.4651246432108,5866406.329438018,0.0,1.0,52.80299779573843,52.90832292432035,51.162935079248456,51.162935079248456,5196700.0
8,2004-08-31,103.99061301930999,105.24765901908293,102.14790743502272,103.16485387962325,6071814.274089462,0.0,1.0,51.318415030964616,52.0155670725307,51.23816731394982,51.343492442531755,4917800.0
9,2004-09-01,103.40376170496222,104.76722736156447,101.79581881746266,102.96444937004048,8648575.810251638,0.0,1.0,51.50900335887478,51.64442138133725,49.989312217907,50.28021019208565,9138200.0
10,2004-09-02,102.85618402918129,104.40231575855886,101.49388206197133,102.8875130740666,11464892.876791235,0.0,1.0,49.69841424372835,51.343492442531755,49.623182009026976,50.912160963577215,15118600.0
11,2004-09-03,102.4199225683706,104.19194592072654,101.30841422771852,102.96367880591134,5745817.5498678535,0.0,1.0,50.6312939540254,51.027517056785975,49.81377033693713,50.15983861656346,5152400.0
12,2004-09-07,102.17682844260929,104.1955889508711,101.29915696794079,103.22280189739368,6703821.931131015,0.0,1.0,50.66138684790595,51.157919596935024,49.95921932402645,50.947269339771175,5847500.0
13,2004-09-08,102.1742272443363,104.44882243685291,101.49542064247134,103.67715392801816,5614564.362908928,0.0,1.0,50.52596882544347,51.6745142752178,50.405597249921286,51.30838406633777,4985600.0
14,2004-09-09,102.54139481063633,105.04914061373566,101.99964006090883,104.38722177491759,6691001.456118093,0.0,1.0,51.40869371260628,51.514018841188204,50.65637136559253,51.31339954865121,4061700.0
15,2004-09-10,103.39667497930105,106.08316348752267,102.90286212255724,105.403236908182,7236011.586475916,0.0,1.0,50.8920990343235,53.44497953185683,50.806835834995276,52.828075207305545,8698800.0
16,2004-09-13,104.67610792170244,107.49172018763531,104.15592562532002,106.68712409015743,7872942.434018226,0.0,1.0,53.48008790805079,54.37284375984045,53.39482470872258,53.91643486931878,7844100.0
17,2004-09-14,106.28346022418934,109.19499740516441,105.69017411045257,108.19708797762003,9222092.582075382,0.0,1.0,53.88634197543822,56.173401910360035,53.56033562506561,55.917612312375354,10828900.0
18,2004-09-15,108.10439138397231,111.08273265234126,107.40247922288819,109.84509939443753,10369289.696503606,0.0,1.0,55.45117245722683,57.29185446625382,55.270615093943526,56.173401910360035,10713000.0
19,2004-09-16,109.99983937695515,113.02421537870924,109.17073401915678,111.52972169015331,10193182.592629055,0.0,1.0,56.343928309016476,58.07928518946153,55.997860029390154,57.161451926104746,9266300.0
20,2004-09-17,111.97647533211948,115.04064775628504,111.01662683970201,113.29284621923301,9420030.99632545,0.0,1.0,57.387148630208884,58.926901700430356,56.9508016689409,58.926901700430356,9472500.0
21,2004-09-20,114.07216877737264,117.1781955772994,112.98299694441262,115.19102401807777,8974863.217886174,0.0,1.0,58.65606565550541,60.988264931248025,58.56578697386375,59.864796893040825,10628700.0
22,2004-09-21,116.25007071095561,119.4176489311604,115.06276406032593,117.23864807689269,8588439.632584915,0.0,1.0,60.28609740736854,60.396438018263886,58.93693266505721,59.10244358140022,7228700.0
23,2004-09-22,118.49409228101082,121.76378668252013,117.2692371798741,119.47119236664287,8953972.896046594,0.0,1.0,58.90683977117665,60.02027684475701,58.58584890311746,59.37327962632518,7581200.0
24,2004-09-23,120.73973434012714,124.1334981760617,119.51795092937283,121.79807241770516,9997069.070258599,0.0,1.0,59.60399181274274,61.50485960953079,58.69117403169938,60.597057310800885,8535600.0
25,2004-09-24,122.8849181635441,126.39300095844462,121.68210119611544,124.0714597069915,8355014.862318364,0.0,1.0,60.67228954550226,62.24213550960428,60.06541618557783,60.10052456177181,9123400.0
26,2004-09-27,124.97962742973098,128.59373958795973,123.7906343765854,126.32094331164433,7016346.072902951,0.0,1.0,59.96510653930933,60.62715020468143,59.08238165214653,59.31309383856409,7066100.0
27,2004-09-28,127.05743489315424,130.76210596299134,125.844552196306,128.54608871752035,15911265.547216346,0.0,1.0,60.76256822714391,63.897244673034535,60.29111288968196,63.62640862810958,16929000.0
28,2004-09-29,129.01466261911796,132.77269780898976,127.75811815406573,130.62597178746563,26943822.116787888,0.0,1.0,63.46089771176657,67.71904219586439,63.310433242363814,65.74294216437494,30516400.0
29,2004-09-30,130.7793822500597,134.5480307841031,129.49385309707392,132.48705163636689,14600040.655621331,0.0,1.0,65.15061370315944,66.35483100661278,64.69972184318253,65.00065078198803,13758000.0
30,2004-10-01,132.11207988303582,135.78741813500903,130.77932904225827,133.82701444626392,16011849.633585133,0.0,1.0,65.60250865959904,67.32783457541724,64.64956702004828,66.4952645113887,15124800.0
31,2004-10-04,132.81502071625235,136.2377797361102,131.40059007241805,134.4031522950831,13447371.297844129,0.0,1.0,67.84693699485672,68.64690642384801,67.22250944683532,67.73910412511809,13022700.0
32,2004-10-05,133.07088729941984,136.14119312311723,131.55087010154293,134.41660721733672,15426334.541340752,0.0,1.0,67.53848483258108,69.47947648787657,66.32473811273223,69.39922877086177,14973200.0
33,2004-10-06,133.10757129316139,135.77743270513693,131.43966737700717,134.11619797897504,14637607.714241093,0.0,1.0,69.048145008922,69.43935262936914,68.21055946258004,68.75223155242995,13381400.0
34,2004-10-07,133.36542852951177,135.67608739673082,131.61977010143053,134.06912955246025,13192137.29620193,0.0,1.0,68.49142647213182,70.15656660018894,68.48641098981841,69.63997192190615,14115000.0
35,2004-10-08,134.26732298159317,136.38338069260146,132.61682917358098,134.8025652676835,12059518.709538188,0.0,1.0,69.57978613414505,70.05625695392044,68.7221386585494,69.07823790280256,11069500.0
36,2004-10-11,135.7377985318669,137.70381084104486,134.23897306817656,136.21610500332235,11185071.638436915,0.0,1.0,68.71712317623596,69.64498740421959,67.13223076519365,67.83941377138656,10472100.0
37,2004-10-12,137.68149209558567,139.48544583185335,136.28119203671145,138.2091903967806,12648832.535309754,0.0,1.0,67.45322163325287,69.01805211504147,66.90653406108953,68.91272698645953,11665500.0
38,2004-10-13,139.71529090644862,141.4949217756868,138.16056936199018,140.1791580597385,15085470.465506688,0.0,1.0,71.84176865749973,71.99724860921592,70.25687624645744,70.6681457961583,19766200.0
39,2004-10-14,141.43825006833782,142.98826922049452,139.26558962337523,141.5281769204355,10573734.535570018,0.0,1.0,70.72833158391941,71.4104371785452,69.49452293481684,71.21984885063503,10442100.0
40,2004-10-15,143.27555961509833,144.6624490323941,140.19923024526463,142.8651376292765,14643648.30796305,0.0,1.0,72.69941613309541,72.97526766033378,71.1947714390679,72.2781156187677,13194700.0
41,2004-10-18,145.69472680451145,148.67841497745064,141.68534722741092,144.82346368000734,13864065.492577843,0.0,1.0,71.78158286973864,74.83099611630105,70.82362574787444,74.81093418704735,14036300.0
42,2004-10-19,149.22637797523208,154.0139374835873,144.4182673956315,148.3302644964095,19482513.991188705,0.0,1.0,75.48300881704628,76.43595045659706,73.9031318883174,74.19904534480949,18109800.0
43,2004-10-20,154.43178605450672,157.158003591974,149.15455443540446,154.34204633000073,24552098.830686893,0.0,1.0,74.19904534480949,74.72567098771911,70.01613309541304,70.46251102130786,22722600.0
44,2004-10-21,160.78627403636466,161.79324586787138,155.355683121228,161.979334227815,28777943.665715978,0.0,1.0,72.28814658339456,75.29743597144956,71.02926052272488,74.92127479794269,29149800.0
45,2004-10-22,167.46010497349764,174.20866798790206,162.05616058130326,169.9511444084527,70183204.71781155,0.0,1.0,85.48137280885905,90.36394484097826,82.29403379867746,86.48196153038731,73710000.0
46,2004-10-25,174.04433636977836,187.92597915603983,168.922226902439,177.3905458722327,63891274.832742974,0.0,1.0,88.41292222105595,97.51602261992231,86.54214731814842,93.99013855358456,65462800.0
47,2004-10-26,180.01454143902396,193.6142301773427,175.49063797480224,183.27596449623704,46556771.604519494,0.0,1.0,93.51316618557784,96.61825128581923,90.27868164165005,91.18146845806656,44569500.0
